"","observation_path","chamber_path","committee_path","observation_number","chamber_number","committee_number","committee_name","parent_name","past_names","type","committee_id"
"235","/chamber-1/committee-235","/chamber-1","/chamber-1/committee-235",235,1,235,"Rural Development, Entrepreneurship and Trade","House Committee on Small Business","{'Rural Development, Entrepreneurship and Trade': [111]}","housesub",""
"236","/chamber-1/committee-236","/chamber-1","/chamber-1/committee-236",236,1,236,"SBA and SBIC Authority, Minority Enterprise, and General Small Business","House Committee on Small Business","{'SBA and SBIC Authority, Minority Enterprise, and General Small Business': [97, 98, 99], 'Procurement, Innovation and Minority Enterprise Development': [100]}","housesub",""
"237","/chamber-1/committee-237","/chamber-1","/chamber-1/committee-237",237,1,237,"SBA, the General Economy and Minority Enterprise Development","House Committee on Small Business","{'SBA, the General Economy and Minority Enterprise Development': [101, 102], 'SBA Legislation and the General Economy': [103]}","housesub",""
"238","/chamber-1/committee-238","/chamber-1","/chamber-1/committee-238",238,1,238,"Science","House Committee on Science and Astronautics","{'Science': [102, 103], 'Basic Research': [104, 105, 106], 'Research': [107, 108, 109, 113], 'Research and Science Education': [110, 111, 112]}","housesub",""
"239","/chamber-1/committee-239","/chamber-1","/chamber-1/committee-239",239,1,239,"Science, Research and Technology","House Committee on Science and Astronautics","{'Science, Research and Technology': [97, 98, 99, 100, 101]}","housesub",""
"240","/chamber-1/committee-240","/chamber-1","/chamber-1/committee-240",240,1,240,"Seapower and Expeditionary Forces","House Committee on Armed Services","{'Seapower and Expeditionary Forces': [110, 111], 'Seapower and Projection Forces': [112, 113, 114]}","housesub",""
"241","/chamber-1/committee-241","/chamber-1","/chamber-1/committee-241",241,1,241,"Seapower and Strategic and Critical Materials","House Committee on Armed Services","{'Seapower and Strategic and Critical Materials': [97, 98, 99, 100, 101, 102]}","housesub",""
"242","/chamber-1/committee-242","/chamber-1","/chamber-1/committee-242",242,1,242,"Select Education","House Committee on Education and Labor","{'Select Education': [97, 98, 99, 100, 101, 102, 107, 108, 109], 'Select Education and Civil Rights': [103], 'Healthy Families and Communities': [110, 111]}","housesub",""
"243","/chamber-1/committee-243","/chamber-1","/chamber-1/committee-243",243,1,243,"Select Revenue Measures","House Committee on Ways and Means","{'Select Revenue Measures': [97, 98, 99, 100, 101, 102, 103, 107]}","housesub",""
"244","/chamber-1/committee-244","/chamber-1","/chamber-1/committee-244",244,1,244,"Services","House Committee on House Administration","{'Services': [97, 98, 99]}","housesub",""
"245","/chamber-1/committee-245","/chamber-1","/chamber-1/committee-245",245,1,245,"Social Security","House Committee on Ways and Means","{'Social Security': [97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114]}","housesub",""
"246","/chamber-1/committee-246","/chamber-1","/chamber-1/committee-246",246,1,246,"Space and Aeronautics","House Committee on Science and Astronautics","{'Space and Aeronautics': [104, 105, 106, 107, 108, 109, 110, 111, 112], 'Space': [113, 114]}","housesub",""
"247","/chamber-1/committee-247","/chamber-1","/chamber-1/committee-247",247,1,247,"Space Science Applications","House Committee on Science and Astronautics","{'Space Science Applications': [97, 98, 99], 'Space Science and Applications': [100, 101], 'Space': [102, 103]}","housesub",""
"248","/chamber-1/committee-248","/chamber-1","/chamber-1/committee-248",248,1,248,"Specialty Crops and Foreign Agriculture Programs","House Committee on Agriculture","{'Specialty Crops and Foreign Agriculture Programs': [107, 108, 109], 'Specialty Crops, Rural Development, and Foreign Agriculture': [110], 'Rural Development, Biotechnology, Specialty Crops, and Foreign Agriculture': [111], 'Rural Development, Research, Biotechnology, and Foreign Agriculture': [112], 'Horticulture, Research, Biotechnology, and Foreign Agriculture': [113], 'Biotechnology, Horticulture, and Research': [114]}","housesub",""
"249","/chamber-1/committee-249","/chamber-1","/chamber-1/committee-249",249,1,249,"Specialty Crops and Natural Resources","House Committee on Agriculture","{'Specialty Crops and Natural Resources': [103], 'Risk Management and Specialty Crops': [104, 105]}","housesub",""
"250","/chamber-1/committee-250","/chamber-1","/chamber-1/committee-250",250,1,250,"Strategic Forces","House Committee on Armed Services","{'Strategic Forces': [108, 109, 110, 111, 112, 113, 114]}","housesub",""
"251","/chamber-1/committee-251","/chamber-1","/chamber-1/committee-251",251,1,251,"Surface Transportation","House Committee on Public Works","{'Surface Transportation': [97, 98, 99, 100, 101, 102, 103, 104, 105]}","housesub",""
"252","/chamber-1/committee-252","/chamber-1","/chamber-1/committee-252",252,1,252,"Tactical Air and Land Forces","House Committee on Armed Services","{'Tactical Air and Land Forces': [108, 109, 112, 113, 114], 'Air and Land Forces': [110, 111]}","housesub",""
"253","/chamber-1/committee-253","/chamber-1","/chamber-1/committee-253",253,1,253,"Task Force on Science Policy","House Committee on Science and Astronautics","{'Task Force on Science Policy': [100]}","housesub",""
"254","/chamber-1/committee-254","/chamber-1","/chamber-1/committee-254",254,1,254,"Tax, Access to Equity Capital and Business Opportunities","House Committee on Small Business","{'Tax, Access to Equity Capital and Business Opportunities': [97, 98, 99]}","housesub",""
"255","/chamber-1/committee-255","/chamber-1","/chamber-1/committee-255",255,1,255,"Technology","House Committee on Science and Astronautics","{'Technology': [104, 105, 106]}","housesub",""
"256","/chamber-1/committee-256","/chamber-1","/chamber-1/committee-256",256,1,256,"Technology and Competitiveness","House Committee on Science and Astronautics","{'Technology and Competitiveness': [102]}","housesub",""
"257","/chamber-1/committee-257","/chamber-1","/chamber-1/committee-257",257,1,257,"Technology and Procurement Policy","House Committee on Government Operations","{'Technology and Procurement Policy': [107]}","housesub",""
"258","/chamber-1/committee-258","/chamber-1","/chamber-1/committee-258",258,1,258,"Technology, Environment and Aviation","House Committee on Science and Astronautics","{'Technology, Environment and Aviation': [103], 'Research and Technology': [113, 114]}","housesub",""
"259","/chamber-1/committee-259","/chamber-1","/chamber-1/committee-259",259,1,259,"Technology, Information Policy, Intergovernmental Relations and Procurement Reform","House Committee on Government Operations","{'Technology, Information Policy, Intergovernmental Relations and Procurement Reform': [112]}","housesub",""
"260","/chamber-1/committee-260","/chamber-1","/chamber-1/committee-260",260,1,260,"Technology, Information Policy, Intergovernmental Relations and the Census","House Committee on Government Operations","{'Technology, Information Policy, Intergovernmental Relations and the Census': [108]}","housesub",""
"261","/chamber-1/committee-261","/chamber-1","/chamber-1/committee-261",261,1,261,"Telecommunications and the Internet","House Committee on Interstate and Foreign Commerce","{'Telecommunications and the Internet': [107, 108, 109, 110], 'Communications, Technology, and the Internet': [111], 'Communications and Technology': [112, 113, 114]}","housesub",""
"262","/chamber-1/committee-262","/chamber-1","/chamber-1/committee-262",262,1,262,"Telecommunications, Consumer Protection and Finance","House Committee on Interstate and Foreign Commerce","{'Telecommunications, Consumer Protection and Finance': [97, 98, 99], 'Telecommunications and Finance': [100, 101, 102, 103, 104]}","housesub",""
"263","/chamber-1/committee-263","/chamber-1","/chamber-1/committee-263",263,1,263,"Telecommunications, Trade, and Consumer Protection","House Committee on Interstate and Foreign Commerce","{'Telecommunications, Trade, and Consumer Protection': [105, 106]}","housesub",""
"264","/chamber-1/committee-264","/chamber-1","/chamber-1/committee-264",264,1,264,"Temporary Joint Committee on Deficit Reduction","","{'Temporary Joint Committee on Deficit Reduction': [99]}","house","DE"
"265","/chamber-1/committee-265","/chamber-1","/chamber-1/committee-265",265,1,265,"Terrorism, Unconventional Threats and Capabilities","House Committee on Armed Services","{'Terrorism, Unconventional Threats and Capabilities': [108, 109, 110, 111], 'Emerging Threats and Capabilities': [112, 114], 'Intelligence, Emerging Threats & Capabilities': [113]}","housesub",""
"266","/chamber-1/committee-266","/chamber-1","/chamber-1/committee-266",266,1,266,"Tobacco and Peanuts","House Committee on Agriculture","{'Tobacco and Peanuts': [97, 98, 99, 100, 101], 'Peanuts and Tobacco': [102]}","housesub",""
"267","/chamber-1/committee-267","/chamber-1","/chamber-1/committee-267",267,1,267,"Total Force","House Committee on Armed Services","{'Total Force': [108]}","housesub",""
"268","/chamber-1/committee-268","/chamber-1","/chamber-1/committee-268",268,1,268,"Trade","House Committee on Ways and Means","{'Trade': [97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114]}","housesub",""
"269","/chamber-1/committee-269","/chamber-1","/chamber-1/committee-269",269,1,269,"Transportation","House Committee on Appropriations","{'Transportation': [97, 98, 99, 102, 103, 104, 105], 'Transportation and Related Agencies': [100]}","housesub",""
"270","/chamber-1/committee-270","/chamber-1","/chamber-1/committee-270",270,1,270,"Transportation and Hazardous Materials","House Committee on Interstate and Foreign Commerce","{'Transportation and Hazardous Materials': [101, 102, 103]}","housesub",""
"271","/chamber-1/committee-271","/chamber-1","/chamber-1/committee-271",271,1,271,"Transportation, Aviation and Materials","House Committee on Science and Astronautics","{'Transportation, Aviation and Materials': [97, 98, 99, 100, 101]}","housesub",""
"272","/chamber-1/committee-272","/chamber-1","/chamber-1/committee-272",272,1,272,"Treasury-Postal Service-General Government","House Committee on Appropriations","{'Treasury-Postal Service-General Government': [97, 98, 99, 100], 'Treasury, Postal Service, and General Government': [102, 103, 104, 105]}","housesub",""
"273","/chamber-1/committee-273","/chamber-1","/chamber-1/committee-273",273,1,273,"Water and Power Resources","House Committee on Interior and Insular Affairs","{'Water and Power Resources': [97, 98, 99, 100], 'Water, Power and Offshore Energy Resources': [101, 102]}","housesub",""
"274","/chamber-1/committee-274","/chamber-1","/chamber-1/committee-274",274,1,274,"Water and Power Resources","House Committee on Interior and Insular Affairs","{'Water and Power Resources': [104], 'Water and Power': [105, 106, 107, 108, 109, 110, 111, 112, 113], 'Water, Power and Oceans': [114]}","housesub",""
"275","/chamber-1/committee-275","/chamber-1","/chamber-1/committee-275",275,1,275,"Water Resources","House Committee on Public Works","{'Water Resources': [97, 98, 99, 100, 101, 102], 'Water Resources and Environment': [103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114]}","housesub",""
"276","/chamber-1/committee-276","/chamber-1","/chamber-1/committee-276",276,1,276,"Wheat, Soybeans, and Feed Grains","House Committee on Agriculture","{'Wheat, Soybeans, and Feed Grains': [97, 98, 99, 100, 101, 102]}","housesub",""
"277","/chamber-1/committee-277","/chamber-1","/chamber-1/committee-277",277,1,277,"Workforce, Empowerment, and Government Programs","House Committee on Small Business","{'Workforce, Empowerment, and Government Programs': [107]}","housesub",""
"278","/chamber-2/committee-1","/chamber-2","/chamber-2/committee-1",278,2,1,"Administrative Practice and Procedure","Senate Committee on Judiciary","{'Administrative Practice and Procedure': [98, 99]}","senatesub",""
"279","/chamber-2/committee-2","/chamber-2","/chamber-2/committee-2",279,2,2,"African Affairs","Senate Committee on Foreign Relations","{'African Affairs': [98, 99, 102, 103, 104, 106, 112]}","senatesub",""
"280","/chamber-2/committee-3","/chamber-2","/chamber-2/committee-3",280,2,3,"Agency Administration","Senate Committee on Judiciary","{'Agency Administration': [97], 'Privacy, Technology and the Law': [112, 113]}","senatesub",""
"281","/chamber-2/committee-4","/chamber-2","/chamber-2/committee-4",281,2,4,"Aging","Senate Committee on Labor and Public Welfare","{'Aging': [98, 99], 'Employment and Workplace Safety': [111]}","senatesub",""
"282","/chamber-2/committee-5","/chamber-2","/chamber-2/committee-5",282,2,5,"Aging","Senate Committee on Labor and Public Welfare","{'Aging': [100, 101, 102, 103, 104, 107]}","senatesub",""
"283","/chamber-2/committee-6","/chamber-2","/chamber-2/committee-6",283,2,6,"Aging, Family, and Human Services","Senate Committee on Labor and Public Welfare","{'Aging, Family, and Human Services': [97], 'Family and Human Services': [98], 'Children, Family, Drugs and Alcoholism': [99, 100, 101, 102, 103], 'Children and Families': [105]}","senatesub",""
"284","/chamber-2/committee-7","/chamber-2","/chamber-2/committee-7",284,2,7,"Agricultural Credit and Rural Electrification","Senate Committee on Agriculture and Forestry","{'Agricultural Credit and Rural Electrification': [97, 98, 99], 'Domestic and Foreign Marketing and Product Promotion': [100, 101, 102, 103]}","senatesub",""
"285","/chamber-2/committee-8","/chamber-2","/chamber-2/committee-8",285,2,8,"Agricultural Production, Marketing, and Stabilization of Prices","Senate Committee on Agriculture and Forestry","{'Agricultural Production, Marketing, and Stabilization of Prices': [97, 98, 99], 'Agricultural Credit': [100, 101, 102, 103]}","senatesub",""
"286","/chamber-2/committee-9","/chamber-2","/chamber-2/committee-9",286,2,9,"Agricultural Research and General Legislation","Senate Committee on Agriculture and Forestry","{'Agricultural Research and General Legislation': [97, 98, 100, 101, 102], 'Agricultural Research, Conservation, Forestry and General Legislation': [99, 103]}","senatesub",""
"287","/chamber-2/committee-10","/chamber-2","/chamber-2/committee-10",287,2,10,"Agriculture and Related Agencies","Senate Committee on Appropriations","{'Agriculture and Related Agencies': [98, 99, 101], 'Agriculture, Rural Development, and Related Agencies': [103, 104, 105, 106, 107, 108, 109], 'Agriculture, Rural Development, Food and Drug Administration, and Related Agencies': [110, 111, 112, 113]}","senatesub",""
"288","/chamber-2/committee-11","/chamber-2","/chamber-2/committee-11",288,2,11,"Airland Forces","Senate Committee on Armed Services","{'Airland Forces': [104, 105], 'Airland': [106]}","senatesub",""
"289","/chamber-2/committee-12","/chamber-2","/chamber-2/committee-12",289,2,12,"Alcoholism and Drug Abuse","Senate Committee on Labor and Public Welfare","{'Alcoholism and Drug Abuse': [97, 98], 'Public Health and Safety': [105], 'Public Health': [107]}","senatesub",""
"290","/chamber-2/committee-13","/chamber-2","/chamber-2/committee-13",290,2,13,"and Federal Management","Senate Committee on Government Operations","{'and Federal Management': [114]}","senatesub",""
"291","/chamber-2/committee-14","/chamber-2","/chamber-2/committee-14",291,2,14,"Antitrust, Monopolies and Business Rights","Senate Committee on Judiciary","{'Antitrust, Monopolies and Business Rights': [100, 101, 102, 103], 'Antitrust, Business Rights and Competition': [104, 105, 106], 'Antitrust, Competition and Business and Consumer Rights': [107], 'Antitrust, Competition Policy and Consumer Rights': [110, 113, 114]}","senatesub",""
"292","/chamber-2/committee-15","/chamber-2","/chamber-2/committee-15",292,2,15,"Aviation","Senate Committee on Commerce","{'Aviation': [97, 98, 99, 100, 101, 102, 103, 104, 105, 107]}","senatesub",""
"293","/chamber-2/committee-16","/chamber-2","/chamber-2/committee-16",293,2,16,"Business, Trade, and Tourism","Senate Committee on Commerce","{'Business, Trade, and Tourism': [97, 98, 99]}","senatesub",""
"294","/chamber-2/committee-17","/chamber-2","/chamber-2/committee-17",294,2,17,"Civil Service, Post Office, and General Services","Senate Committee on Government Operations","{'Civil Service, Post Office, and General Services': [97, 98, 99], 'International Security, Proliferation and Federal Services': [105, 106, 107]}","senatesub",""
"295","/chamber-2/committee-18","/chamber-2","/chamber-2/committee-18",295,2,18,"Clean Air, Wetlands, Private Property, and Nuclear Safety","Senate Committee on Public Works","{'Clean Air, Wetlands, Private Property, and Nuclear Safety': [104, 105], 'Clean Air, Wetlands, and Climate Change': [107], 'Clean Air, Climate Change, and Nuclear Safety': [108, 109], 'Clean Air and Nuclear Safety': [111, 114]}","senatesub",""
"296","/chamber-2/committee-19","/chamber-2","/chamber-2/committee-19",296,2,19,"Coalition Defense and Reinforcing Forces","Senate Committee on Armed Services","{'Coalition Defense and Reinforcing Forces': [103]}","senatesub",""
"297","/chamber-2/committee-20","/chamber-2","/chamber-2/committee-20",297,2,20,"Commerce, Justice, and Science and Related Agencies","Senate Committee on Appropriations","{'Commerce, Justice, and Science and Related Agencies': [109], 'Commerce, Justice, Science, and Related Agencies': [110, 111, 112, 113]}","senatesub",""
"298","/chamber-2/committee-21","/chamber-2","/chamber-2/committee-21",298,2,21,"Communications","Senate Committee on Commerce","{'Communications': [97, 98, 100, 101, 102, 103, 105, 106, 108]}","senatesub",""
"299","/chamber-2/committee-22","/chamber-2","/chamber-2/committee-22",299,2,22,"Communications and Technology","Senate Committee on Commerce","{'Communications and Technology': [111]}","senatesub",""
"300","/chamber-2/committee-23","/chamber-2","/chamber-2/committee-23",300,2,23,"Competition, Foreign Commerce, and Infrastructure","Senate Committee on Commerce","{'Competition, Foreign Commerce, and Infrastructure': [108]}","senatesub",""
"301","/chamber-2/committee-24","/chamber-2","/chamber-2/committee-24",301,2,24,"Constitution","Senate Committee on Judiciary","{'Constitution': [97, 98, 99, 100, 101, 102, 103, 106, 107], 'Constitution, Federalism, and Property Rights': [104, 105], 'Constitution, Civil Rights and Property Rights': [108, 109]}","senatesub",""
"302","/chamber-2/committee-25","/chamber-2","/chamber-2/committee-25",302,2,25,"Constitution","Senate Committee on Judiciary","{'Constitution': [110, 111]}","senatesub",""
"303","/chamber-2/committee-26","/chamber-2","/chamber-2/committee-26",303,2,26,"Consumer","Senate Committee on Commerce","{'Consumer': [97, 98, 99, 100, 101, 102, 103], 'Consumer Affairs, Foreign Commerce, and Tourism': [104, 106, 107]}","senatesub",""
"304","/chamber-2/committee-27","/chamber-2","/chamber-2/committee-27",304,2,27,"Consumer Affairs","Senate Committee on Banking, Housing, and Urban Affairs","{'Consumer Affairs': [97, 98]}","senatesub",""
"305","/chamber-2/committee-28","/chamber-2","/chamber-2/committee-28",305,2,28,"Consumer Affairs, Product Safety, and Insurance","Senate Committee on Commerce","{'Consumer Affairs, Product Safety, and Insurance': [109]}","senatesub",""
"306","/chamber-2/committee-29","/chamber-2","/chamber-2/committee-29",306,2,29,"Consumer Protection, Product Safety, and Insurance","Senate Committee on Commerce","{'Consumer Affairs, Insurance, and Automotive Safety': [110], 'Consumer Protection, Product Safety, Insurance, and Data Security': [111, 113]}","senatesub",""
"307","/chamber-2/committee-30","/chamber-2","/chamber-2/committee-30",307,2,30,"Contracting Oversight (Ad Hoc)","Senate Committee on Government Operations","{'Contracting Oversight (Ad Hoc)': [111, 112]}","senatesub",""
"308","/chamber-2/committee-31","/chamber-2","/chamber-2/committee-31",308,2,31,"Conventional Forces and Alliance Defense","Senate Committee on Armed Services","{'Conventional Forces and Alliance Defense': [100, 101, 102]}","senatesub",""
"309","/chamber-2/committee-32","/chamber-2","/chamber-2/committee-32",309,2,32,"Courts","Senate Committee on Judiciary","{'Courts': [97, 98, 99], 'Human Rights and the Law': [111]}","senatesub",""
"310","/chamber-2/committee-33","/chamber-2","/chamber-2/committee-33",310,2,33,"Courts and Administrative Practice","Senate Committee on Judiciary","{'Courts and Administrative Practice': [100, 101, 102, 103], 'Administrative Oversight and the Courts': [104, 105, 106, 108, 109, 112]}","senatesub",""
"311","/chamber-2/committee-34","/chamber-2","/chamber-2/committee-34",311,2,34,"Crime and Drugs","Senate Committee on Judiciary","{'Crime and Drugs': [107]}","senatesub",""
"312","/chamber-2/committee-35","/chamber-2","/chamber-2/committee-35",312,2,35,"Crime and Drugs","Senate Committee on Judiciary","{'Crime and Drugs': [110, 111]}","senatesub",""
"313","/chamber-2/committee-36","/chamber-2","/chamber-2/committee-36",313,2,36,"Criminal Law","Senate Committee on Judiciary","{'Criminal Law': [97, 98, 99], 'Technology and the Law': [100, 101, 102, 103], 'Terrorism, Technology, and Government Information': [104]}","senatesub",""
"314","/chamber-2/committee-37","/chamber-2","/chamber-2/committee-37",314,2,37,"Defense","Senate Committee on Appropriations","{'Defense': [98, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113]}","senatesub",""
"315","/chamber-2/committee-38","/chamber-2","/chamber-2/committee-38",315,2,38,"Defense Acquisition Policy","Senate Committee on Armed Services","{'Defense Acquisition Policy': [99], 'Emerging Threats and Capabilities': [106]}","senatesub",""
"316","/chamber-2/committee-39","/chamber-2","/chamber-2/committee-39",316,2,39,"Defense Industry and Technology","Senate Committee on Armed Services","{'Defense Industry and Technology': [100, 101, 102]}","senatesub",""
"317","/chamber-2/committee-40","/chamber-2","/chamber-2/committee-40",317,2,40,"Defense Technology, Acquisition, and Industrial Base","Senate Committee on Armed Services","{'Defense Technology, Acquisition, and Industrial Base': [103]}","senatesub",""
"318","/chamber-2/committee-41","/chamber-2","/chamber-2/committee-41",318,2,41,"Department of Homeland Security","Senate Committee on Appropriations","{'Department of Homeland Security': [108, 109, 110, 111, 112, 113]}","senatesub",""
"319","/chamber-2/committee-42","/chamber-2","/chamber-2/committee-42",319,2,42,"Departments of Labor, Health and Human Services, and Education, and Related Agencies","Senate Committee on Appropriations","{'Departments of Labor, Health and Human Services, and Education, and Related Agencies': [109, 110, 112, 113]}","senatesub",""
"320","/chamber-2/committee-43","/chamber-2","/chamber-2/committee-43",320,2,43,"Disaster Recovery (Ad Hoc)","Senate Committee on Government Operations","{'Disaster Recovery (Ad Hoc)': [110, 111]}","senatesub",""
"321","/chamber-2/committee-44","/chamber-2","/chamber-2/committee-44",321,2,44,"District of Columbia","Senate Committee on Appropriations","{'District of Columbia': [97, 98, 99, 100, 102, 105, 106, 107, 108, 109]}","senatesub",""
"322","/chamber-2/committee-45","/chamber-2","/chamber-2/committee-45",322,2,45,"Drinking Water, Fisheries, and Wildlife","Senate Committee on Public Works","{'Drinking Water, Fisheries, and Wildlife': [104], 'Fisheries, Wildlife, and Drinking Water': [106], 'Fisheries, Wildlife, and Water': [107, 108]}","senatesub",""
"323","/chamber-2/committee-46","/chamber-2","/chamber-2/committee-46",323,2,46,"East Asian and Pacific Affairs","Senate Committee on Foreign Relations","{'East Asian and Pacific Affairs': [98, 99, 100, 105, 108, 113]}","senatesub",""
"324","/chamber-2/committee-47","/chamber-2","/chamber-2/committee-47",324,2,47,"Economic Growth, Employment and Revenue Sharing","Senate Committee on Finance","{'Economic Growth, Employment and Revenue Sharing': [98]}","senatesub",""
"325","/chamber-2/committee-48","/chamber-2","/chamber-2/committee-48",325,2,48,"Education and Early Childhood Development","Senate Committee on Labor and Public Welfare","{'Education and Early Childhood Development': [109]}","senatesub",""
"326","/chamber-2/committee-49","/chamber-2","/chamber-2/committee-49",326,2,49,"Education, Arts and Humanities","Senate Committee on Labor and Public Welfare","{'Education, Arts and Humanities': [100, 101, 102, 103, 104]}","senatesub",""
"327","/chamber-2/committee-50","/chamber-2","/chamber-2/committee-50",327,2,50,"Education, Arts, and Humanities","Senate Committee on Labor and Public Welfare","{'Education, Arts, and Humanities': [97, 98, 99], 'Employment and Training': [105], 'Employment, Safety, and Training': [106]}","senatesub",""
"328","/chamber-2/committee-51","/chamber-2","/chamber-2/committee-51",328,2,51,"Efficiency and Effectiveness of Federal Programs and the Federal Workforce","Senate Committee on Government Operations","{'Efficiency and Effectiveness of Federal Programs and the Federal Workforce': [113]}","senatesub",""
"329","/chamber-2/committee-52","/chamber-2","/chamber-2/committee-52",329,2,52,"Employment and Productivity","Senate Committee on Labor and Public Welfare","{'Employment and Productivity': [97, 98, 99, 100, 101, 102, 103]}","senatesub",""
"330","/chamber-2/committee-53","/chamber-2","/chamber-2/committee-53",330,2,53,"Energy and Agricultural Taxation","Senate Committee on Finance","{'Energy and Agricultural Taxation': [97, 98, 99, 100, 101, 102, 103]}","senatesub",""
"331","/chamber-2/committee-54","/chamber-2","/chamber-2/committee-54",331,2,54,"Energy and Mineral Resources","Senate Committee on Interior and Insular Affairs","{'Energy and Mineral Resources': [97, 98], 'Water and Power': [105, 106, 107, 108, 109, 110, 111, 112, 113, 114]}","senatesub",""
"332","/chamber-2/committee-55","/chamber-2","/chamber-2/committee-55",332,2,55,"Energy and Water Development","Senate Committee on Appropriations","{'Energy and Water Development': [97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108]}","senatesub",""
"333","/chamber-2/committee-56","/chamber-2","/chamber-2/committee-56",333,2,56,"Energy and Water, and Related Agencies","Senate Committee on Appropriations","{'Energy and Water, and Related Agencies': [109], 'Energy and Water Development': [110, 111, 112, 113]}","senatesub",""
"334","/chamber-2/committee-57","/chamber-2","/chamber-2/committee-57",334,2,57,"Energy Conservation and Supply","Senate Committee on Interior and Insular Affairs","{'Energy Conservation and Supply': [97, 98], 'Public Lands, National Parks and Forests': [100, 101, 102, 103], 'Parks, Historic Preservation, and Recreation': [104], 'National Parks, Historic Preservation and Recreation': [105, 106], 'National Parks': [107, 108, 109, 110, 111, 112, 113, 114]}","senatesub",""
"335","/chamber-2/committee-58","/chamber-2","/chamber-2/committee-58",335,2,58,"Energy Regulation","Senate Committee on Interior and Insular Affairs","{'Energy Regulation': [97, 98], 'Energy Regulation and Conservation': [99], 'Mineral Resources Development and Production': [100, 101, 102, 103], 'Energy Production and Regulation': [104]}","senatesub",""
"336","/chamber-2/committee-59","/chamber-2","/chamber-2/committee-59",336,2,59,"Energy Regulation and Conservation","Senate Committee on Interior and Insular Affairs","{'Energy Regulation and Conservation': [100, 101, 102], 'Renewable Energy, Energy Efficiency, and Competitiveness': [103]}","senatesub",""
"337","/chamber-2/committee-60","/chamber-2","/chamber-2/committee-60",337,2,60,"Energy Research and Development","Senate Committee on Interior and Insular Affairs","{'Energy Research and Development': [97, 98, 99, 101, 102, 103, 104], 'Research and Development': [100], 'Energy Research, Development, Production and Regulation': [105, 106], 'Energy': [108, 110, 111, 112, 113]}","senatesub",""
"338","/chamber-2/committee-61","/chamber-2","/chamber-2/committee-61",338,2,61,"Energy, Nuclear Proliferation and Government Processes","Senate Committee on Government Operations","{'Energy, Nuclear Proliferation and Government Processes': [97, 98, 99], 'Financial Management and Accountability': [104]}","senatesub",""
"339","/chamber-2/committee-62","/chamber-2","/chamber-2/committee-62",339,2,62,"Environmental Pollution","Senate Committee on Public Works","{'Environmental Pollution': [97, 98, 99], 'Water Resources, Transportation and Infrastructure': [100, 101, 102], 'Water Resources, Transportation, Public Buildings, and Economic Development': [103]}","senatesub",""
"340","/chamber-2/committee-63","/chamber-2","/chamber-2/committee-63",340,2,63,"Estate and Gift Taxation","Senate Committee on Finance","{'Estate and Gift Taxation': [97, 98]}","senatesub",""
"341","/chamber-2/committee-64","/chamber-2","/chamber-2/committee-64",341,2,64,"European Affairs","Senate Committee on Foreign Relations","{'Europe and Regional Security Cooperation': [97, 98, 99, 108]}","senatesub",""
"342","/chamber-2/committee-65","/chamber-2","/chamber-2/committee-65",342,2,65,"Federal Credit Programs","Senate Committee on Banking, Housing, and Urban Affairs","{'Federal Credit Programs': [98], 'Economic Policy': [106, 108, 112, 113, 114]}","senatesub",""
"343","/chamber-2/committee-66","/chamber-2","/chamber-2/committee-66",343,2,66,"Federal Expenditures","Senate Committee on Government Operations","{'Federal Expenditures': [97], 'Information Management and Regulatory Affairs': [98], 'State, Local, and Private Sector Preparedness and Integration (Ad Hoc)': [110]}","senatesub",""
"344","/chamber-2/committee-67","/chamber-2","/chamber-2/committee-67",344,2,67,"Financial Institutions","Senate Committee on Banking, Housing, and Urban Affairs","{'Financial Institutions': [97, 98], 'Financial Institutions and Consumer Affairs': [99], 'Consumer Affairs': [100], 'Consumer and Regulatory Affairs': [101, 102]}","senatesub",""
"345","/chamber-2/committee-68","/chamber-2","/chamber-2/committee-68",345,2,68,"Financial Institutions and Regulatory Relief","Senate Committee on Banking, Housing, and Urban Affairs","{'Financial Institutions and Regulatory Relief': [104, 105], 'Financial Institutions': [106, 113, 114]}","senatesub",""
"346","/chamber-2/committee-69","/chamber-2","/chamber-2/committee-69",346,2,69,"Financial Management, the Budget and International Security","Senate Committee on Government Operations","{'Financial Management, the Budget and International Security': [108], 'Federal Financial Management, Government Information, Federal Services, and International Security': [109, 110, 111, 112]}","senatesub",""
"347","/chamber-2/committee-70","/chamber-2","/chamber-2/committee-70",347,2,70,"Financial Service and General Government","Senate Committee on Appropriations","{'Financial Services and General Government': [110, 111, 112, 113, 114]}","senatesub",""
"348","/chamber-2/committee-71","/chamber-2","/chamber-2/committee-71",348,2,71,"Foreign Agricultural Policy","Senate Committee on Agriculture and Forestry","{'Foreign Agricultural Policy': [97, 98], 'Nutrition and Investigations': [100, 101, 102, 103]}","senatesub",""
"349","/chamber-2/committee-72","/chamber-2","/chamber-2/committee-72",349,2,72,"Foreign Commerce and Tourism","Senate Committee on Commerce","{'Foreign Commerce and Tourism': [102]}","senatesub",""
