"","observation_path","parliament_path","chamber_path","member_path","observation_number","parliament_number","chamber_number","member_number","full_name","first_name","middle_name","last_name","member_ID","state","district","party","year_start","year_end"
"5176","/parliament-103/chamber-1/member-383","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-383",5176,103,1,383,"Rosa L. DeLauro","Rosa","L.","DeLauro","/chamber-1/member-383","CT",3,"Democratic",1991,2020
"5177","/parliament-103/chamber-1/member-386","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-386",5177,103,1,386,"Eleanor Holmes Delegate Norton","Eleanor","Holmes","Delegate Norton","/chamber-1/member-386",NA,NA,"Democratic",1991,2020
"5178","/parliament-103/chamber-1/member-400","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-400",5178,103,1,400,"Butler Derrick","Butler","","Derrick","/chamber-1/member-400","SC",3,"Democratic",1975,1995
"5179","/parliament-103/chamber-1/member-405","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-405",5179,103,1,405,"Peter Deutsch","Peter","","Deutsch","/chamber-1/member-405","FL",20,"Democratic",1993,2005
"5180","/parliament-103/chamber-1/member-407","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-407",5180,103,1,407,"Lincoln Diaz-Balart","Lincoln","","Diaz-Balart","/chamber-1/member-407","FL",21,"Republican",1993,2011
"5181","/parliament-103/chamber-1/member-409","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-409",5181,103,1,409,"Jay Dickey","Jay","","Dickey","/chamber-1/member-409","AR",4,"Republican",1993,2001
"5182","/parliament-103/chamber-1/member-410","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-410",5182,103,1,410,"William Louis Dickinson","William","Louis","Dickinson","/chamber-1/member-410","AL",2,"Republican",1965,1993
"5183","/parliament-103/chamber-1/member-413","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-413",5183,103,1,413,"John Dingell","John","","Dingell","/chamber-1/member-413","MI",12,"Democratic",1955,2015
"5184","/parliament-103/chamber-1/member-414","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-414",5184,103,1,414,"John Dingell","John","","Dingell","/chamber-1/member-414","MI",15,"Democratic",1955,2015
"5185","/parliament-103/chamber-1/member-416","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-416",5185,103,1,416,"Julian C. Dixon","Julian","C.","Dixon","/chamber-1/member-416","CA",32,"Democratic",1979,2000
"5186","/parliament-103/chamber-1/member-419","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-419",5186,103,1,419,"Brian J. Donnelly","Brian","J.","Donnelly","/chamber-1/member-419","MA",11,"Democratic",1979,1993
"5187","/parliament-103/chamber-1/member-422","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-422",5187,103,1,422,"John Doolittle","John","","Doolittle","/chamber-1/member-422","CA",4,"Republican",1991,2009
"5188","/parliament-103/chamber-1/member-426","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-426",5188,103,1,426,"Thomas J. Downey","Thomas","J.","Downey","/chamber-1/member-426","NY",2,"Democratic",1975,1993
"5189","/parliament-103/chamber-1/member-430","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-430",5189,103,1,430,"David Dreier","David","","Dreier","/chamber-1/member-430","CA",26,"Republican",1981,2013
"5190","/parliament-103/chamber-1/member-436","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-436",5190,103,1,436,"John J. Duncan","John","J.","Duncan","/chamber-1/member-436","TN",2,"Republican",1987,2019
"5191","/parliament-103/chamber-1/member-439","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-439",5191,103,1,439,"Jennifer Dunn","Jennifer","","Dunn","/chamber-1/member-439","WA",8,"Republican",1993,2005
"5192","/parliament-103/chamber-1/member-441","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-441",5192,103,1,441,"Bernard J. Dwyer","Bernard","J.","Dwyer","/chamber-1/member-441","NJ",6,"Democratic",1981,1993
"5193","/parliament-103/chamber-1/member-442","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-442",5193,103,1,442,"Mervyn M. Dymally","Mervyn","M.","Dymally","/chamber-1/member-442","CA",31,"Democratic",1981,1993
"5194","/parliament-103/chamber-1/member-443","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-443",5194,103,1,443,"Joseph D. Early","Joseph","D.","Early","/chamber-1/member-443","MA",3,"Democratic",1975,1993
"5195","/parliament-103/chamber-1/member-444","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-444",5195,103,1,444,"Dennis E. Eckart","Dennis","E.","Eckart","/chamber-1/member-444","OH",11,"Democratic",1981,1993
"5196","/parliament-103/chamber-1/member-447","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-447",5196,103,1,447,"Don Edwards","Don","","Edwards","/chamber-1/member-447","CA",11,"Democratic",1963,1995
"5197","/parliament-103/chamber-1/member-457","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-457",5197,103,1,457,"Eliot L. Engel","Eliot","L.","Engel","/chamber-1/member-457","NY",16,"Democratic",1989,2020
"5198","/parliament-103/chamber-1/member-458","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-458",5198,103,1,458,"Glenn English","Glenn","","English","/chamber-1/member-458","OK",6,"Democratic",1975,1994
"5199","/parliament-103/chamber-1/member-459","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-459",5199,103,1,459,"Karan English","Karan","","English","/chamber-1/member-459","AZ",6,"Democratic",1993,1995
"5200","/parliament-103/chamber-1/member-462","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-462",5200,103,1,462,"Ben Erdreich","Ben","","Erdreich","/chamber-1/member-462","AL",6,"Democratic",1983,1993
"5201","/parliament-103/chamber-1/member-468","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-468",5201,103,1,468,"Anna G. Eshoo","Anna","G.","Eshoo","/chamber-1/member-468","CA",18,"Democratic",1993,2020
"5202","/parliament-103/chamber-1/member-479","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-479",5202,103,1,479,"Lane Evans","Lane","","Evans","/chamber-1/member-479","IL",17,"Democratic",1983,2007
"5203","/parliament-103/chamber-1/member-481","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-481",5203,103,1,481,"Terry Everett","Terry","","Everett","/chamber-1/member-481","AL",2,"Republican",1993,2009
"5204","/parliament-103/chamber-1/member-482","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-482",5204,103,1,482,"Thomas W. Ewing","Thomas","W.","Ewing","/chamber-1/member-482","IL",15,"Republican",1991,2001
"5205","/parliament-103/chamber-1/member-483","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-483",5205,103,1,483,"Thomas W. Ewing","Thomas","W.","Ewing","/chamber-1/member-483","IL",10,"Republican",1991,2001
"5206","/parliament-103/chamber-1/member-484","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-484",5206,103,1,484,"Eni Faleomavaega","Eni","","Faleomavaega","/chamber-1/member-484","AS",0,"Democratic",1989,2015
"5207","/parliament-103/chamber-1/member-487","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-487",5207,103,1,487,"Sam Farr","Sam","","Farr","/chamber-1/member-487","CA",20,"Democratic",1993,2017
"5208","/parliament-103/chamber-1/member-489","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-489",5208,103,1,489,"Dante Fascell","Dante","","Fascell","/chamber-1/member-489","FL",19,"Democratic",1955,1993
"5209","/parliament-103/chamber-1/member-493","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-493",5209,103,1,493,"Harris W. Fawell","Harris","W.","Fawell","/chamber-1/member-493","IL",13,"Republican",1985,1999
"5210","/parliament-103/chamber-1/member-499","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-499",5210,103,1,499,"Cleo Fields","Cleo","","Fields","/chamber-1/member-499","LA",4,"Democratic",1993,1997
"5211","/parliament-103/chamber-1/member-500","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-500",5211,103,1,500,"Jack Fields","Jack","","Fields","/chamber-1/member-500","TX",8,"Republican",1981,1997
"5212","/parliament-103/chamber-1/member-501","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-501",5212,103,1,501,"Bob Filner","Bob","","Filner","/chamber-1/member-501","CA",51,"Democratic",1993,2012
"5213","/parliament-103/chamber-1/member-504","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-504",5213,103,1,504,"Eric Fingerhut","Eric","","Fingerhut","/chamber-1/member-504","OH",19,"Democratic",1993,1995
"5214","/parliament-103/chamber-1/member-509","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-509",5214,103,1,509,"Floyd H. Flake","Floyd","H.","Flake","/chamber-1/member-509","NY",6,"Democratic",1987,1997
"5215","/parliament-103/chamber-1/member-520","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-520",5215,103,1,520,"Thomas M. Foglietta","Thomas","M.","Foglietta","/chamber-1/member-520","PA",1,"Independent",1983,1997
"5216","/parliament-103/chamber-1/member-524","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-524",5216,103,1,524,"William David Ford","William","David","Ford","/chamber-1/member-524","MI",18,"Democratic",1965,1995
"5217","/parliament-103/chamber-1/member-525","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-525",5217,103,1,525,"William David Ford","William","David","Ford","/chamber-1/member-525","MI",13,"Democratic",1965,1995
"5218","/parliament-103/chamber-1/member-531","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-531",5218,103,1,531,"Tillie K. Fowler","Tillie","K.","Fowler","/chamber-1/member-531","FL",4,"Republican",1993,2001
"5219","/parliament-103/chamber-1/member-534","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-534",5219,103,1,534,"Barney Frank","Barney","","Frank","/chamber-1/member-534","MA",4,"Democratic",1981,2013
"5220","/parliament-103/chamber-1/member-536","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-536",5220,103,1,536,"Bob Franks","Bob","","Franks","/chamber-1/member-536","NJ",7,"Republican",1993,2001
"5221","/parliament-103/chamber-1/member-537","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-537",5221,103,1,537,"Gary Franks","Gary","","Franks","/chamber-1/member-537","CT",5,"Republican",1991,1997
"5222","/parliament-103/chamber-1/member-548","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-548",5222,103,1,548,"Elizabeth Furse","Elizabeth","","Furse","/chamber-1/member-548","OR",1,"Democratic",1993,1999
"5223","/parliament-103/chamber-1/member-549","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-549",5223,103,1,549,"Jaime Fuster","Jaime","","Fuster","/chamber-1/member-549","PR",0,"Democratic",1985,1992
"5224","/parliament-103/chamber-1/member-553","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-553",5224,103,1,553,"Elton Gallegly","Elton","","Gallegly","/chamber-1/member-553","CA",24,"Republican",1987,2013
"5225","/parliament-103/chamber-1/member-556","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-556",5225,103,1,556,"Dean Gallo","Dean","","Gallo","/chamber-1/member-556","NJ",11,"Republican",1985,1994
"5226","/parliament-103/chamber-1/member-566","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-566",5226,103,1,566,"Joseph M. Gaydos","Joseph","M.","Gaydos","/chamber-1/member-566","PA",20,"Democratic",1968,1993
"5227","/parliament-103/chamber-1/member-567","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-567",5227,103,1,567,"Sam Gejdenson","Sam","","Gejdenson","/chamber-1/member-567","CT",2,"Democratic",1981,2001
"5228","/parliament-103/chamber-1/member-568","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-568",5228,103,1,568,"George Gekas","George","","Gekas","/chamber-1/member-568","PA",17,"Republican",1983,2003
"5229","/parliament-103/chamber-1/member-573","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-573",5229,103,1,573,"Sam Gibbons","Sam","","Gibbons","/chamber-1/member-573","FL",11,"Democratic",1963,1997
"5230","/parliament-103/chamber-1/member-576","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-576",5230,103,1,576,"Wayne Gilchrest","Wayne","","Gilchrest","/chamber-1/member-576","MD",1,"Republican",1991,2009
"5231","/parliament-103/chamber-1/member-577","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-577",5231,103,1,577,"Paul Gillmor","Paul","","Gillmor","/chamber-1/member-577","OH",5,"Republican",1989,2007
"5232","/parliament-103/chamber-1/member-578","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-578",5232,103,1,578,"Benjamin A. Gilman","Benjamin","A.","Gilman","/chamber-1/member-578","NY",20,"Republican",1973,2003
"5233","/parliament-103/chamber-1/member-589","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-589",5233,103,1,589,"Bob Goodlatte","Bob",NA,"Goodlatte","/chamber-1/member-589","VA",6,"Republican",1993,2019
"5234","/parliament-103/chamber-1/member-591","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-591",5234,103,1,591,"William F. Goodling","William","F.","Goodling","/chamber-1/member-591","PA",19,"Republican",1975,2001
"5235","/parliament-103/chamber-1/member-593","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-593",5235,103,1,593,"Porter Goss","Porter","","Goss","/chamber-1/member-593","FL",14,"Republican",1989,2004
"5236","/parliament-103/chamber-1/member-611","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-611",5236,103,1,611,"Gene Green","Gene",NA,"Green","/chamber-1/member-611","TX",29,"Democratic",1993,2019
"5237","/parliament-103/chamber-1/member-614","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-614",5237,103,1,614,"James C. Greenwood","James","C.","Greenwood","/chamber-1/member-614","PA",8,"Republican",1993,2005
"5238","/parliament-103/chamber-1/member-626","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-626",5238,103,1,626,"Frank Joseph Guarini","Frank","Joseph","Guarini","/chamber-1/member-626","NJ",14,"Democratic",1979,1993
"5239","/parliament-103/chamber-1/member-633","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-633",5239,103,1,633,"Luis V. Gutierrez","Luis","V.","Gutierrez","/chamber-1/member-633","IL",4,"Democratic",1993,2019
"5240","/parliament-103/chamber-1/member-641","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-641",5240,103,1,641,"Ralph Hall","Ralph","","Hall","/chamber-1/member-641","TX",4,"Republican",1981,2015
"5241","/parliament-103/chamber-1/member-644","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-644",5241,103,1,644,"Tony P. Hall","Tony","P.","Hall","/chamber-1/member-644","OH",3,"Democratic",1979,2002
"5242","/parliament-103/chamber-1/member-645","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-645",5242,103,1,645,"Daniel Hamburg","Daniel","","Hamburg","/chamber-1/member-645","CA",1,"Democratic",1993,1995
"5243","/parliament-103/chamber-1/member-646","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-646",5243,103,1,646,"Lee H. Hamilton","Lee","H.","Hamilton","/chamber-1/member-646","IN",9,"Democratic",1965,1999
"5244","/parliament-103/chamber-1/member-647","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-647",5244,103,1,647,"John Paul Hammerschmidt","John","Paul","Hammerschmidt","/chamber-1/member-647","AR",3,"Republican",1967,1993
"5245","/parliament-103/chamber-1/member-659","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-659",5245,103,1,659,"James V. Hansen","James","V.","Hansen","/chamber-1/member-659","UT",1,"Republican",1981,2003
"5246","/parliament-103/chamber-1/member-666","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-666",5246,103,1,666,"Jane Harman","Jane","","Harman","/chamber-1/member-666","CA",36,"Democratic",1993,1999
"5247","/parliament-103/chamber-1/member-675","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-675",5247,103,1,675,"Alcee L. Hastings","Alcee","L.","Hastings","/chamber-1/member-675","FL",20,"Democratic",1993,2020
"5248","/parliament-103/chamber-1/member-678","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-678",5248,103,1,678,"Charles F. Hatcher","Charles","F.","Hatcher","/chamber-1/member-678","GA",2,"Democratic",1981,1993
"5249","/parliament-103/chamber-1/member-680","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-680",5249,103,1,680,"Charles Hayes","Charles","","Hayes","/chamber-1/member-680","IL",1,"Democratic",1983,1993
"5250","/parliament-103/chamber-1/member-689","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-689",5250,103,1,689,"Joel Hefley","Joel","","Hefley","/chamber-1/member-689","CO",5,"Republican",1987,2007
"5251","/parliament-103/chamber-1/member-694","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-694",5251,103,1,694,"Paul B. Henry","Paul","B.","Henry","/chamber-1/member-694","MI",3,"Republican",1985,1993
"5252","/parliament-103/chamber-1/member-698","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-698",5252,103,1,698,"Dennis M. Hertel","Dennis","M.","Hertel","/chamber-1/member-698","MI",14,"Democratic",1981,1993
"5253","/parliament-103/chamber-1/member-711","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-711",5253,103,1,711,"Earl F. Hilliard","Earl","F.","Hilliard","/chamber-1/member-711","AL",7,"Democratic",1993,2003
"5254","/parliament-103/chamber-1/member-714","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-714",5254,103,1,714,"Maurice Hinchey","Maurice","","Hinchey","/chamber-1/member-714","NY",22,"Democratic",1993,2013
"5255","/parliament-103/chamber-1/member-717","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-717",5255,103,1,717,"Peter Hoagland","Peter","","Hoagland","/chamber-1/member-717","NE",2,"Democratic",1989,1995
"5256","/parliament-103/chamber-1/member-718","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-718",5256,103,1,718,"George Hochbrueckner","George","","Hochbrueckner","/chamber-1/member-718","NY",1,"Democratic",1987,1995
"5257","/parliament-103/chamber-1/member-721","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-721",5257,103,1,721,"Martin Hoke","Martin","","Hoke","/chamber-1/member-721","OH",10,"Republican",1993,1997
"5258","/parliament-103/chamber-1/member-722","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-722",5258,103,1,722,"Tim Holden","Tim","","Holden","/chamber-1/member-722","PA",17,"Democratic",1993,2013
"5259","/parliament-103/chamber-1/member-728","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-728",5259,103,1,728,"Clyde C. Holloway","Clyde","C.","Holloway","/chamber-1/member-728","LA",8,"Republican",1987,1993
"5260","/parliament-103/chamber-1/member-732","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-732",5260,103,1,732,"Larry Hopkins","Larry","","Hopkins","/chamber-1/member-732","KY",6,"Republican",1979,1993
"5261","/parliament-103/chamber-1/member-733","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-733",5261,103,1,733,"Joan Kelly Horn","Joan","Kelly","Horn","/chamber-1/member-733","MO",2,"Democratic",1991,1993
"5262","/parliament-103/chamber-1/member-736","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-736",5262,103,1,736,"Frank Horton","Frank","","Horton","/chamber-1/member-736","NY",0,"Republican",1963,1993
"5263","/parliament-103/chamber-1/member-737","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-737",5263,103,1,737,"Frank Horton","Frank","","Horton","/chamber-1/member-737","NY",29,"Republican",1963,1993
"5264","/parliament-103/chamber-1/member-743","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-743",5264,103,1,743,"Steny H. Hoyer","Steny","H.","Hoyer","/chamber-1/member-743","MD",5,"Democratic",1981,2020
"5265","/parliament-103/chamber-1/member-744","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-744",5265,103,1,744,"Carroll Hubbard","Carroll","","Hubbard","/chamber-1/member-744","KY",1,"Democratic",1975,1993
"5266","/parliament-103/chamber-1/member-748","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-748",5266,103,1,748,"Michael Huffington","Michael","","Huffington","/chamber-1/member-748","CA",22,"Republican",1993,1995
"5267","/parliament-103/chamber-1/member-750","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-750",5267,103,1,750,"William J. Hughes","William","J.","Hughes","/chamber-1/member-750","NJ",2,"Democratic",1975,1995
"5268","/parliament-103/chamber-1/member-757","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-757",5268,103,1,757,"Duncan Hunter","Duncan","","Hunter","/chamber-1/member-757","CA",52,"Republican",1981,2009
"5269","/parliament-103/chamber-1/member-758","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-758",5269,103,1,758,"Duncan Hunter","Duncan","","Hunter","/chamber-1/member-758","CA",50,"Republican",1981,2009
"5270","/parliament-103/chamber-1/member-764","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-764",5270,103,1,764,"Earl Hutto","Earl","","Hutto","/chamber-1/member-764","FL",1,"Democratic",1979,1995
"5271","/parliament-103/chamber-1/member-765","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-765",5271,103,1,765,"Henry Hyde","Henry","","Hyde","/chamber-1/member-765","IL",6,"Republican",1975,2007
"5272","/parliament-103/chamber-1/member-767","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-767",5272,103,1,767,"Bob Inglis","Bob","","Inglis","/chamber-1/member-767","SC",4,"Republican",1993,1999
"5273","/parliament-103/chamber-1/member-771","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-771",5273,103,1,771,"Ernest Istook","Ernest","","Istook","/chamber-1/member-771","OK",5,"Republican",1993,2007
"5274","/parliament-103/chamber-1/member-773","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-773",5274,103,1,773,"Craig T. James","Craig","T.","James","/chamber-1/member-773","FL",4,"Republican",1989,1993
"5275","/parliament-103/chamber-1/member-777","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-777",5275,103,1,777,"William J. Jefferson","William","J.","Jefferson","/chamber-1/member-777","LA",2,"Democratic",1991,2009
"5276","/parliament-103/chamber-1/member-789","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-789",5276,103,1,789,"Eddie Bernice Johnson","Eddie","Bernice","Johnson","/chamber-1/member-789","TX",30,"Democratic",1993,2020
"5277","/parliament-103/chamber-1/member-799","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-799",5277,103,1,799,"Nancy Johnson","Nancy","","Johnson","/chamber-1/member-799","CT",5,"Republican",1983,2007
"5278","/parliament-103/chamber-1/member-800","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-800",5278,103,1,800,"Sam Johnson","Sam",NA,"Johnson","/chamber-1/member-800","TX",3,"Republican",1991,2019
"5279","/parliament-103/chamber-1/member-801","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-801",5279,103,1,801,"Harry Johnston","Harry","","Johnston","/chamber-1/member-801","FL",19,"Democratic",1989,1997
"5280","/parliament-103/chamber-1/member-803","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-803",5280,103,1,803,"Ben L. Jones","Ben","L.","Jones","/chamber-1/member-803","GA",4,"Democratic",1989,1993
"5281","/parliament-103/chamber-1/member-817","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-817",5281,103,1,817,"Paul Kanjorski","Paul","","Kanjorski","/chamber-1/member-817","PA",11,"Democratic",1985,2011
"5282","/parliament-103/chamber-1/member-818","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-818",5282,103,1,818,"Marcy Kaptur","Marcy",NA,"Kaptur","/chamber-1/member-818","OH",9,"Democratic",1983,2020
"5283","/parliament-103/chamber-1/member-820","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-820",5283,103,1,820,"John Kasich","John","","Kasich","/chamber-1/member-820","OH",12,"Republican",1983,2001
"5284","/parliament-103/chamber-1/member-837","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-837",5284,103,1,837,"Barbara B. Kennelly","Barbara","B.","Kennelly","/chamber-1/member-837","CT",1,"Democratic",1982,1999
"5285","/parliament-103/chamber-1/member-843","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-843",5285,103,1,843,"Dale Kildee","Dale","","Kildee","/chamber-1/member-843","MI",5,"Democratic",1977,2013
"5286","/parliament-103/chamber-1/member-848","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-848",5286,103,1,848,"Jay Kim","Jay","","Kim","/chamber-1/member-848","CA",41,"Republican",1993,1999
"5287","/parliament-103/chamber-1/member-851","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-851",5287,103,1,851,"Peter T. King","Peter","T.","King","/chamber-1/member-851","NY",2,"Republican",1993,2020
"5288","/parliament-103/chamber-1/member-853","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-853",5288,103,1,853,"Jack Kingston","Jack","","Kingston","/chamber-1/member-853","GA",1,"Republican",1993,2015
"5289","/parliament-103/chamber-1/member-857","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-857",5289,103,1,857,"Herbert Klein","Herbert","","Klein","/chamber-1/member-857","NJ",8,"Democratic",1993,1995
"5290","/parliament-103/chamber-1/member-860","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-860",5290,103,1,860,"Ron Klink","Ron","","Klink","/chamber-1/member-860","PA",4,"Democratic",1993,2001
"5291","/parliament-103/chamber-1/member-862","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-862",5291,103,1,862,"Scott L. Klug","Scott","L.","Klug","/chamber-1/member-862","WI",2,"Republican",1991,1999
"5292","/parliament-103/chamber-1/member-865","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-865",5292,103,1,865,"Joseph P. Kolter","Joseph","P.","Kolter","/chamber-1/member-865","PA",4,"Democratic",1983,1993
"5293","/parliament-103/chamber-1/member-866","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-866",5293,103,1,866,"Michael J. Kopetski","Michael","J.","Kopetski","/chamber-1/member-866","OR",5,"Democratic",1991,1995
"5294","/parliament-103/chamber-1/member-868","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-868",5294,103,1,868,"Peter H. Kostmayer","Peter","H.","Kostmayer","/chamber-1/member-868","PA",8,"Democratic",1983,1993
"5295","/parliament-103/chamber-1/member-880","/parliament-103","/parliament-103/chamber-1","/parliament-103/chamber-1/member-880",5295,103,1,880,"John J. LaFalce","John","J.","LaFalce","/chamber-1/member-880","NY",29,"Democratic",1975,2003
