"","full_name","State","Party","chamber","service_period","congress","committee_type","committee_name","committee_period","start_date","end_date","parliament_path","chamber_path","member_number","committee_number","committee_path","member_path","observation_number"
"6044","Chamberlain, Charles E.","MI","Republican","House",0,90,"Standing","142","Only",1967-01-18,1969-01-03,"/parliament-90","/parliament-90/chamber-1",295,15,"/parliament-90/chamber-1/committee-15","/parliament-90/chamber-1/committee-15.member-295",6044
"6045","Purcell, Graham B.","TX","Democratic","House",0,90,"Standing","168","Only",1968-10-10,1969-01-03,"/parliament-90","/parliament-90/chamber-1",295,22,"/parliament-90/chamber-1/committee-22","/parliament-90/chamber-1/committee-22.member-295",6045
"6046","Perkins, Carl D.","KY","Democratic","House",0,90,"Standing","124","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",296,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-296",6046
"6047","Goodell, Charles E.","NY","Republican","House",0,90,"Standing","142","Only",1967-01-18,1968-09-09,"/parliament-90","/parliament-90/chamber-1",296,15,"/parliament-90/chamber-1/committee-15","/parliament-90/chamber-1/committee-15.member-296",6047
"6048","Green, Edith S.","OR","Democratic","House",0,90,"Standing","124","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",297,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-297",6048
"6049","Devine, Samuel L.","OH","Republican","House",0,90,"Standing","142","Only",1967-01-18,1969-01-03,"/parliament-90","/parliament-90/chamber-1",297,15,"/parliament-90/chamber-1/committee-15","/parliament-90/chamber-1/committee-15.member-297",6049
"6050","Thompson, Frank Jr.","NJ","Democratic","House",0,90,"Standing","124","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",298,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-298",6050
"6051","Dickinson, William L.","AL","Republican","House",0,90,"Standing","142","Only",1967-01-18,1969-01-03,"/parliament-90","/parliament-90/chamber-1",298,15,"/parliament-90/chamber-1/committee-15","/parliament-90/chamber-1/committee-15.member-298",6051
"6052","Holland, Elmer J.","PA","Democratic","House",2,90,"Standing","124","2nd",1967-01-23,1968-08-09,"/parliament-90","/parliament-90/chamber-1",299,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-299",6052
"6053","Conable, Barber B. Jr.","NY","Republican","House",0,90,"Standing","142","Only",1967-01-18,1967-01-26,"/parliament-90","/parliament-90/chamber-1",299,15,"/parliament-90/chamber-1/committee-15","/parliament-90/chamber-1/committee-15.member-299",6053
"6054","Dent, John H.","PA","Democratic","House",0,90,"Standing","124","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",300,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-300",6054
"6055","Cleveland, James C.","NY","Republican","House",0,90,"Standing","142","Only",1967-01-18,1969-01-03,"/parliament-90","/parliament-90/chamber-1",300,15,"/parliament-90/chamber-1/committee-15","/parliament-90/chamber-1/committee-15.member-300",6055
"6056","Pucinski, Roman C.","IL","Democratic","House",0,90,"Standing","124","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",301,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-301",6056
"6057","Kyl, John H.","IA","Republican","House",2,90,"Standing","142","2nd",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",301,15,"/parliament-90/chamber-1/committee-15","/parliament-90/chamber-1/committee-15.member-301",6057
"6058","Daniels, Dominick V.","NJ","Democratic","House",0,90,"Standing","124","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",302,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-302",6058
"6059","Quie, Albert H.","MN","Republican","House",0,90,"Standing","142","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",302,15,"/parliament-90/chamber-1/committee-15","/parliament-90/chamber-1/committee-15.member-302",6059
"6060","Brademas, John","IN","Democratic","House",0,90,"Standing","124","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",303,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-303",6060
"6061","Schwengel, Frederick D.","IA","Republican","House",2,90,"Standing","142","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",303,15,"/parliament-90/chamber-1/committee-15","/parliament-90/chamber-1/committee-15.member-303",6061
"6062","O'Hara, James G.","MI","Democratic","House",0,90,"Standing","124","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",304,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-304",6062
"6063","Cowger, William O.","KY","Republican","House",0,90,"Standing","142","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",304,15,"/parliament-90/chamber-1/committee-15","/parliament-90/chamber-1/committee-15.member-304",6063
"6064","Carey, Hugh L.","NY","Democratic","House",0,90,"Standing","124","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",305,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-305",6064
"6065","McEwen, Robert C.","NY","Republican","House",0,90,"Standing","142","Only",1968-09-18,1969-01-03,"/parliament-90","/parliament-90/chamber-1",305,15,"/parliament-90/chamber-1/committee-15","/parliament-90/chamber-1/committee-15.member-305",6065
"6066","Hawkins, Augustus F.","CA","Democratic","House",0,90,"Standing","124","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",306,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-306",6066
"6067","Gibbons, Sam M.","FL","Democratic","House",0,90,"Standing","124","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",307,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-307",6067
"6068","Ford, William D.","MI","Democratic","House",0,90,"Standing","124","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",308,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-308",6068
"6069","Hathaway, William D.","MI","Democratic","House",0,90,"Standing","124","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",309,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-309",6069
"6070","Mink, Patsy T.","HI","Democratic","House",1,90,"Standing","124","1st",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",310,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-310",6070
"6071","Scheuer, James H.","NY","Democratic","House",1,90,"Standing","124","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",311,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-311",6071
"6072","Morgan, Thomas E.","PA","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",311,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-311",6072
"6073","Patman, J.W. Wright","TX","Democratic","House",0,90,"Standing","111","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",312,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-312",6073
"6074","Meeds, Lloyd","WA","Democratic","House",0,90,"Standing","124","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",312,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-312",6074
"6075","Zablocki, Clement J.","WI","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",312,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-312",6075
"6076","Multer, Abraham J.","NY","Democratic","House",0,90,"Standing","111","Only",1967-01-23,1967-12-31,"/parliament-90","/parliament-90/chamber-1",313,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-313",6076
"6077","Burton, Phillip","CA","Democratic","House",0,90,"Standing","124","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",313,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-313",6077
"6078","Burleson, Omar T.","TX","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1968-07-30,"/parliament-90","/parliament-90/chamber-1",313,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-313",6078
"6079","Barrett, William A.","PA","Democratic","House",2,90,"Standing","111","2nd",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",314,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-314",6079
"6080","Albert, Carl","OK","Democratic","House",0,90,"Standing","124","Only",1967-03-16,1969-01-03,"/parliament-90","/parliament-90/chamber-1",314,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-314",6080
"6081","Kelly, Edna F.","NY","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",314,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-314",6081
"6082","Garmatz, Edward A.","MD","Democratic","House",0,90,"Standing","160","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",314,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-314",6082
"6083","Sullivan, Leonor Kretzer","MO","Democratic","House",0,90,"Standing","111","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",315,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-315",6083
"6084","Ayres, William H.","OH","Republican","House",0,90,"Standing","124","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",315,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-315",6084
"6085","Hays, Wayne L.","OH","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",315,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-315",6085
"6086","Sullivan, Leonor Kretzer","MO","Democratic","House",0,90,"Standing","160","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",315,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-315",6086
"6087","Reuss, Henry S.","WI","Democratic","House",0,90,"Standing","111","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",316,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-316",6087
"6088","Quie, Albert H.","MN","Republican","House",0,90,"Standing","124","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",316,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-316",6088
"6089","Selden, Armistead I. Jr.","AL","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",316,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-316",6089
"6090","Clark, Frank M.","PA","Democratic","House",0,90,"Standing","160","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",316,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-316",6090
"6091","Ashley, Thomas L.","OH","Democratic","House",0,90,"Standing","111","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",317,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-317",6091
"6092","Goodell, Charles E.","NY","Republican","House",0,90,"Standing","124","Only",1967-01-26,1968-09-09,"/parliament-90","/parliament-90/chamber-1",317,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-317",6092
"6093","O'Hara, Barratt","IL","Democratic","House",2,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",317,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-317",6093
"6094","Ashley, Thomas L.","OH","Democratic","House",0,90,"Standing","160","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",317,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-317",6094
"6095","Moorhead, William S.","PA","Democratic","House",0,90,"Standing","111","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",318,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-318",6095
"6096","Ashbrook, John M.","OH","Republican","House",0,90,"Standing","124","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",318,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-318",6096
"6097","Fountain, Lawrence H.","NC","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",318,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-318",6097
"6098","Dingell, John D. Jr.","MI","Democratic","House",0,90,"Standing","160","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",318,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-318",6098
"6099","Stephens, Robert G. Jr.","GA","Democratic","House",0,90,"Standing","111","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",319,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-319",6099
"6100","Bell, Alphonzo","CA","Republican","House",0,90,"Standing","124","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",319,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-319",6100
"6101","Fascell, Dante B.","FL","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",319,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-319",6101
"6102","Lennon, Alton A.","NC","Democratic","House",0,90,"Standing","160","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",319,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-319",6102
"6103","St Germain, Fernand J.","GA","Democratic","House",0,90,"Standing","111","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",320,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-320",6103
"6104","Reid, Ogden R.","NY","Republican","House",0,90,"Standing","124","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",320,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-320",6104
"6105","Farbstein, Leonard","NY","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",320,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-320",6105
"6106","Downing, Thomas N.","NC","Democratic","House",0,90,"Standing","160","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",320,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-320",6106
"6107","Gonzalez, Henry B.","TX","Democratic","House",0,90,"Standing","111","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",321,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-321",6107
"6108","Gurney, Edward J.","FL","Republican","House",0,90,"Standing","124","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",321,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-321",6108
"6109","Diggs, Charles C. Jr.","MI","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",321,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-321",6109
"6110","Byrne, James A.","PA","Democratic","House",0,90,"Standing","160","2nd",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",321,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-321",6110
"6111","Minish, Joseph G.","NJ","Democratic","House",0,90,"Standing","111","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",322,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-322",6111
"6112","Erlenborn, John N.","IL","Republican","House",0,90,"Standing","124","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",322,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-322",6112
"6113","Murphy, William T.","IL","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",322,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-322",6113
"6114","Green, Edith S.","OR","Democratic","House",0,90,"Standing","160","Only",1967-01-23,1967-10-17,"/parliament-90","/parliament-90/chamber-1",322,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-322",6114
"6115","Hanna, Richard T.","CA","Democratic","House",0,90,"Standing","111","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",323,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-323",6115
"6116","Scherle, William J.","IA","Republican","House",0,90,"Standing","124","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",323,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-323",6116
"6117","Gallagher, Cornelius E.","NJ","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",323,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-323",6117
"6118","Rogers, Paul G.","FL","Democratic","House",0,90,"Standing","160","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",323,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-323",6118
"6119","Gettys, Thomas S.","SC","Democratic","House",0,90,"Standing","111","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",324,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-324",6119
"6120","Dellenback, John R.","OR","Republican","House",0,90,"Standing","124","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",324,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-324",6120
"6121","Nix, Robert N. C.","PA","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",324,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-324",6121
"6122","Stubblefield, Frank A.","KY","Democratic","House",0,90,"Standing","160","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",324,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-324",6122
"6123","Annunzio, Frank","IL","Democratic","House",0,90,"Standing","111","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",325,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-325",6123
"6124","Esch, Marvin L.","MI","Republican","House",0,90,"Standing","124","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",325,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-325",6124
"6125","Monagan, John S.","PA","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",325,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-325",6125
"6126","Murphy, John M.","NY","Democratic","House",0,90,"Standing","160","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",325,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-325",6126
"6127","Rees, Thomas M.","CA","Democratic","House",0,90,"Standing","111","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",326,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-326",6127
"6128","Eshleman, Edwin D.","PA","Republican","House",0,90,"Standing","124","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",326,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-326",6128
"6129","Fraser, Donald M.","MN","Democratic-Farmer_Labor","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",326,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-326",6129
"6130","St. Onge, William L.","NY","Democratic","House",0,90,"Standing","160","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",326,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-326",6130
"6131","Bingham, Jonathan B.","NY","Democratic","House",0,90,"Standing","111","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",327,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-327",6131
"6132","Gardner, James C.","NC","Republican","House",0,90,"Standing","124","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",327,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-327",6132
"6133","Rosenthal, Benjamin S.","NY","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",327,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-327",6133
"6134","Dow, John G.","NY","Democratic","House",1,90,"Standing","160","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",327,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-327",6134
"6135","Galifianakis, Nick","NC","Democratic","House",0,90,"Standing","111","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",328,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-328",6135
"6136","Steiger, William A.","WI","Republican","House",0,90,"Standing","124","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",328,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-328",6136
"6137","Roybal, Edward R.","CA","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",328,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-328",6137
"6138","Karth, Joseph E.","MN","Democratic-Farmer_Labor","House",0,90,"Standing","160","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",328,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-328",6138
"6139","Bevill, Tom","AL","Democratic","House",0,90,"Standing","111","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",329,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-329",6139
"6140","Collins, James M.","TX","Republican","House",0,90,"Standing","124","Only",1968-09-19,1969-01-03,"/parliament-90","/parliament-90/chamber-1",329,9,"/parliament-90/chamber-1/committee-9","/parliament-90/chamber-1/committee-9.member-329",6140
"6141","Culver, John C.","IA","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",329,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-329",6141
"6142","Hathaway, William D.","MN","Democratic","House",0,90,"Standing","160","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",329,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-329",6142
"6143","Kyros, Peter N.","AL","Democratic","House",0,90,"Standing","111","Only",1967-01-23,1967-05-25,"/parliament-90","/parliament-90/chamber-1",330,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-330",6143
"6144","Hamilton, Lee H.","IN","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",330,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-330",6144
"6145","Jones, Walter B.","NC","Democratic","House",0,90,"Standing","160","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",330,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-330",6145
"6146","Widnall, William B.","NJ","Republican","House",0,90,"Standing","111","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",331,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-331",6146
"6147","Tunney, John V.","CA","Democratic","House",0,90,"Standing","132","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",331,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-331",6147
"6148","Hanna, Richard T.","CA","Democratic","House",0,90,"Standing","160","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",331,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-331",6148
"6149","Fino, Paul A.","NY","Republican","House",0,90,"Standing","111","Only",1967-01-26,1968-12-31,"/parliament-90","/parliament-90/chamber-1",332,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-332",6149
"6150","Bolton, Frances P.","OH","Republican","House",0,90,"Standing","132","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",332,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-332",6150
"6151","Helstoski, Henry","NJ","Democratic","House",0,90,"Standing","160","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",332,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-332",6151
"6152","Dwyer, Florence P.","NJ","Republican","House",0,90,"Standing","111","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",333,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-333",6152
"6153","Adair, E. Ross","IN","Republican","House",0,90,"Standing","132","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",333,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-333",6153
"6154","Mailliard, William S.","CA","Republican","House",0,90,"Standing","160","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",333,21,"/parliament-90/chamber-1/committee-21","/parliament-90/chamber-1/committee-21.member-333",6154
"6155","Poage, William R.","TX","Democratic","House",0,90,"Standing","102","Only",1967-01-23,1969-01-03,"/parliament-90","/parliament-90/chamber-1",334,1,"/parliament-90/chamber-1/committee-1","/parliament-90/chamber-1/committee-1.member-334",6155
"6156","Halpern, Seymour","NY","Republican","House",0,90,"Standing","111","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",334,4,"/parliament-90/chamber-1/committee-4","/parliament-90/chamber-1/committee-4.member-334",6156
"6157","Mailliard, William S.","CA","Republican","House",0,90,"Standing","132","Only",1967-01-26,1969-01-03,"/parliament-90","/parliament-90/chamber-1",334,12,"/parliament-90/chamber-1/committee-12","/parliament-90/chamber-1/committee-12.member-334",6157
