,date
2899,8/12/2011
2900,8/16/2011
2901,8/19/2011
2902,8/23/2011
2903,8/26/2011
2904,8/30/2011
2905,9/2/2011
2906,9/6/2011
2907,9/7/2011
2908,9/8/2011
2909,9/9/2011
2910,9/12/2011
2911,9/13/2011
2912,9/14/2011
2913,9/15/2011
2914,9/16/2011
2915,9/19/2011
2916,9/20/2011
2917,9/21/2011
2918,9/22/2011
2919,9/23/2011
2920,9/26/2011
2921,9/29/2011
2922,10/3/2011
2923,10/4/2011
2924,10/5/2011
2925,10/6/2011
2926,10/7/2011
2927,10/11/2011
2928,10/12/2011
2929,10/13/2011
2930,10/14/2011
2931,10/17/2011
2932,10/18/2011
2933,10/19/2011
2934,10/20/2011
2935,10/21/2011
2936,10/24/2011
2937,10/25/2011
2938,10/26/2011
2939,10/27/2011
2940,10/31/2011
2941,11/1/2011
2942,11/2/2011
2943,11/3/2011
2944,11/4/2011
2945,11/7/2011
2946,11/8/2011
2947,11/9/2011
2948,11/10/2011
2949,11/14/2011
2950,11/15/2011
2951,11/16/2011
2952,11/17/2011
2953,11/18/2011
2954,11/22/2011
2955,11/25/2011
2956,11/28/2011
2957,11/29/2011
2958,11/30/2011
2959,11/31/2011
2960,12/1/2011
2961,12/2/2011
2962,12/5/2011
2963,12/6/2011
2964,12/7/2011
2965,12/8/2011
2966,12/9/2011
2967,12/12/2011
2968,12/13/2011
2969,12/14/2011
2970,12/15/2011
2971,12/16/2011
2972,12/17/2011
2973,12/19/2011
2974,12/20/2011
2975,12/21/2011
2976,12/23/2011
2977,12/27/2011
2978,1/3/2012
2979,1/6/2012
2980,1/10/2012
2981,1/13/2012
2982,1/17/2012
2983,1/18/2012
2984,1/19/2012
2985,1/20/2012
2986,1/23/2012
2987,1/24/2012
2988,1/25/2012
2989,1/26/2012
2990,1/27/2012
2991,1/30/2012
2992,1/31/2012
2993,2/1/2012
2994,2/2/2012
2995,2/3/2012
2996,2/6/2012
2997,2/7/2012
2998,2/8/2012
2999,2/9/2012
3000,2/13/2012
3001,2/14/2012
3002,2/15/2012
3003,2/16/2012
3004,2/17/2012
3005,2/21/2012
3006,2/24/2012
3007,2/27/2012
3008,2/28/2012
3009,2/29/2012
3010,02/30/2012
3011,02/31/2012
3012,3/1/2012
3013,3/2/2012
3014,3/5/2012
3015,3/6/2012
3016,3/7/2012
3017,3/8/2012
3018,3/9/2012
3019,3/12/2012
3020,3/13/2012
3021,3/14/2012
3022,3/15/2012
3023,3/16/2012
3024,3/19/2012
3025,3/20/2012
3026,3/21/2012
3027,3/22/2012
3028,3/26/2012
3029,3/27/2012
3030,3/28/2012
3031,3/29/2012
3032,3/30/2012
3033,4/16/2012
3034,4/17/2012
3035,4/18/2012
3036,4/19/2012
3037,4/23/2012
3038,4/24/2012
3039,4/25/2012
3040,4/26/2012
3041,4/27/2012
3042,5/7/2012
3043,5/8/2012
3044,5/9/2012
3045,5/10/2012
3046,5/11/2012
3047,5/14/2012
3048,5/15/2012
3049,5/16/2012
3050,5/17/2012
3051,5/18/2012
3052,5/21/2012
3053,5/22/2012
3054,5/23/2012
3055,5/24/2012
3056,5/25/2012
3057,5/29/2012
3058,5/30/2012
3059,5/31/2012
3060,6/1/2012
3061,6/4/2012
3062,6/5/2012
3063,6/6/2012
3064,6/7/2012
3065,6/8/2012
3066,6/11/2012
3067,6/12/2012
3068,6/13/2012
3069,6/14/2012
3070,6/15/2012
3071,6/18/2012
3072,6/19/2012
3073,6/20/2012
3074,6/21/2012
3075,6/25/2012
3076,6/26/2012
3077,6/27/2012
3078,6/28/2012
3079,6/29/2012
3080,7/9/2012
3081,7/10/2012
3082,7/11/2012
3083,7/12/2012
3084,7/13/2012
3085,7/16/2012
3086,7/17/2012
3087,7/18/2012
3088,7/19/2012
3089,7/23/2012
3090,7/24/2012
3091,7/25/2012
3092,7/26/2012
3093,7/30/2012
3094,7/31/2012
3095,8/2/2012
3096,8/3/2012
3097,8/7/2012
3098,8/28/2012
3099,9/10/2012
3100,9/11/2012
3101,9/12/2012
3102,9/13/2012
3103,9/14/2012
3104,9/17/2012
3105,9/18/2012
3106,9/19/2012
3107,9/20/2012
3108,9/21/2012
3109,9/25/2012
3110,9/28/2012
3111,10/2/2012
3112,10/5/2012
3113,10/9/2012
3114,10/12/2012
3115,10/16/2012
3116,10/19/2012
3117,10/23/2012
3118,10/26/2012
3119,10/30/2012
3120,11/2/2012
3121,11/6/2012
3122,11/9/2012
3123,11/13/2012
3124,11/14/2012
3125,11/15/2012
3126,11/16/2012
3127,11/26/2012
3128,11/27/2012
3129,11/28/2012
3130,11/29/2012
3131,11/30/2012
3132,12/3/2012
3133,12/4/2012
3134,12/5/2012
3135,12/6/2012
3136,12/7/2012
3137,12/10/2012
3138,12/11/2012
3139,12/12/2012
3140,12/13/2012
3141,12/17/2012
3142,12/18/2012
3143,12/19/2012
3144,12/20/2012
3145,12/21/2012
3146,12/24/2012
3147,12/27/2012
3148,12/28/2012
3149,12/30/2012
3150,12/31/2012
3151,1/1/2013
3152,1/2/2013
3153,1/3/2013
3154,1/4/2013
3155,1/14/2013
3156,1/15/2013
3157,1/18/2013
3158,1/21/2013
3159,1/22/2013
3160,1/23/2013
3161,1/24/2013
3162,1/25/2013
3163,1/28/2013
3164,1/29/2013
3165,1/30/2013
3166,1/31/2013
3167,2/1/2013
3168,2/4/2013
3169,2/5/2013
3170,2/6/2013
3171,2/7/2013
3172,2/8/2013
3173,2/11/2013
3174,2/12/2013
3175,2/13/2013
3176,2/14/2013
3177,2/15/2013
3178,2/25/2013
3179,2/26/2013
3180,2/27/2013
3181,2/28/2013
3182,3/4/2013
3183,3/5/2013
3184,3/6/2013
3185,3/7/2013
3186,3/11/2013
3187,3/12/2013
3188,3/13/2013
3189,3/14/2013
3190,3/15/2013
3191,3/18/2013
3192,3/19/2013
3193,3/20/2013
3194,3/21/2013
3195,3/22/2013
3196,3/25/2013
3197,4/8/2013
3198,4/9/2013
3199,4/10/2013
3200,4/11/2013
3201,4/12/2013
3202,4/15/2013
3203,4/16/2013
3204,4/17/2013
3205,4/18/2013
3206,4/19/2013
3207,4/22/2013
3208,4/23/2013
3209,4/24/2013
3210,4/25/2013
3211,4/26/2013
3212,4/30/2013
3213,5/3/2013
3214,5/6/2013
3215,5/7/2013
3216,5/8/2013
3217,5/9/2013
3218,5/13/2013
3219,5/14/2013
3220,5/15/2013
3221,5/16/2013
3222,5/17/2013
3223,5/20/2013
3224,5/21/2013
3225,5/22/2013
3226,5/23/2013
3227,5/24/2013
3228,6/3/2013
3229,6/4/2013
3230,6/5/2013
3231,6/6/2013
3232,6/7/2013
3233,6/10/2013
3234,6/11/2013
3235,6/12/2013
3236,6/13/2013
3237,6/14/2013
3238,6/17/2013
3239,6/18/2013
3240,6/19/2013
3241,6/20/2013
3242,6/21/2013
3243,6/24/2013
3244,6/25/2013
3245,6/26/2013
3246,6/27/2013
3247,6/28/2013
3248,7/8/2013
3249,7/9/2013
3250,7/10/2013
3251,7/11/2013
3252,7/15/2013
3253,7/16/2013
3254,7/17/2013
3255,7/18/2013
3256,7/19/2013
3257,7/22/2013
3258,7/23/2013
3259,7/24/2013
3260,7/25/2013
3261,7/26/2013
3262,7/29/2013
3263,7/30/2013
3264,7/31/2013
3265,8/1/2013
3266,8/2/2013
3267,8/12/2013
3268,9/6/2013
3269,9/9/2013
3270,9/10/2013
3271,9/11/2013
3272,9/12/2013
3273,9/16/2013
3274,9/17/2013
3275,9/18/2013
3276,9/19/2013
3277,9/20/2013
3278,9/23/2013
3279,9/24/2013
3280,9/25/2013
3281,9/26/2013
3282,9/27/2013
3283,9/28/2013
3284,9/30/2013
3285,09/31/2013
3286,10/1/2013
3287,10/2/2013
3288,10/3/2013
3289,10/4/2013
3290,10/5/2013
3291,10/7/2013
3292,10/8/2013
3293,10/9/2013
3294,10/10/2013
3295,10/11/2013
3296,10/12/2013
3297,10/13/2013
3298,10/14/2013
3299,10/15/2013
3300,10/16/2013
3301,10/22/2013
3302,10/23/2013
3303,10/24/2013
3304,10/28/2013
3305,10/29/2013
3306,10/30/2013
3307,10/31/2013
3308,11/4/2013
3309,11/5/2013
3310,11/6/2013
3311,11/7/2013
3312,11/8/2013
3313,11/12/2013
3314,11/13/2013
3315,11/14/2013
3316,11/15/2013
3317,11/18/2013
3318,11/19/2013
3319,11/20/2013
3320,11/21/2013
3321,11/22/2013
3322,12/2/2013
3323,12/3/2013
3324,12/4/2013
3325,12/5/2013
3326,12/9/2013
3327,12/10/2013
3328,12/12/2013
3329,12/13/2013
3330,12/17/2013
3331,12/18/2013
3332,12/19/2013
3333,12/20/2013
3334,12/23/2013
3335,12/24/2013
3336,1/3/2014
3337,1/6/2014
3338,1/7/2014
3339,1/8/2014
3340,1/9/2014
3341,1/10/2014
3342,1/13/2014
3343,1/14/2014
3344,1/15/2014
3345,1/16/2014
3346,1/17/2014
3347,1/21/2014
3348,1/23/2014
3349,1/24/2014
3350,1/27/2014
3351,1/28/2014
3352,1/29/2014
3353,1/30/2014
3354,1/31/2014
3355,2/3/2014
3356,2/4/2014
3357,2/5/2014
3358,2/6/2014
3359,2/10/2014
3360,2/11/2014
3361,2/12/2014
3362,2/14/2014
3363,2/18/2014
3364,2/21/2014
3365,2/24/2014
3366,2/25/2014
3367,2/26/2014
3368,2/27/2014
3369,2/28/2014
3370,02/31/2014
3371,3/3/2014
3372,3/4/2014
3373,3/5/2014
3374,3/6/2014
3375,3/10/2014
3376,3/11/2014
3377,3/12/2014
3378,3/13/2014
3379,3/14/2014
3380,3/18/2014
3381,3/21/2014
3382,3/24/2014
3383,3/25/2014
3384,3/26/2014
3385,3/27/2014
3386,3/28/2014
3387,3/31/2014
3388,4/1/2014
3389,4/2/2014
3390,4/3/2014
3391,4/4/2014
3392,4/7/2014
3393,4/8/2014
3394,4/9/2014
3395,4/10/2014
3396,4/11/2014
3397,4/28/2014
3398,4/29/2014
3399,4/30/2014
3400,04/31/2014
3401,5/1/2014
3402,5/2/2014
3403,5/5/2014
3404,5/6/2014
3405,5/7/2014
3406,5/8/2014
3407,5/9/2014
3408,5/12/2014
3409,5/13/2014
3410,5/14/2014
3411,5/15/2014
3412,5/19/2014
3413,5/20/2014
3414,5/21/2014
3415,5/22/2014
3416,5/23/2014
3417,5/27/2014
3418,5/28/2014
3419,5/29/2014
3420,5/30/2014
3421,6/2/2014
3422,6/3/2014
3423,6/4/2014
3424,6/5/2014
3425,6/9/2014
3426,6/10/2014
3427,6/11/2014
3428,6/12/2014
3429,6/13/2014
3430,6/16/2014
3431,6/17/2014
3432,6/18/2014
3433,6/19/2014
3434,6/20/2014
3435,6/23/2014
3436,6/24/2014
3437,6/25/2014
3438,6/26/2014
3439,6/30/2014
3440,7/3/2014
3441,7/7/2014
3442,7/8/2014
3443,7/9/2014
3444,7/10/2014
3445,7/11/2014
3446,7/14/2014
3447,7/15/2014
3448,7/16/2014
3449,7/17/2014
3450,7/18/2014
3451,7/21/2014
3452,7/22/2014
3453,7/23/2014
3454,7/24/2014
3455,7/25/2014
3456,7/28/2014
3457,7/29/2014
3458,7/30/2014
3459,7/31/2014
3460,8/1/2014
3461,8/4/2014
3462,8/5/2014
3463,8/8/2014
3464,9/8/2014
3465,9/9/2014
3466,9/10/2014
3467,9/11/2014
3468,9/15/2014
3469,9/16/2014
3470,9/17/2014
3471,9/18/2014
3472,9/19/2014
3473,10/15/2014
3474,11/12/2014
3475,11/13/2014
3476,11/14/2014
3477,11/17/2014
3478,11/18/2014
3479,11/19/2014
3480,11/20/2014
3481,11/31/2014
3482,12/1/2014
3483,12/2/2014
3484,12/3/2014
3485,12/4/2014
3486,12/8/2014
3487,12/9/2014
3488,12/10/2014
3489,12/11/2014
3490,12/12/2014
3491,12/13/2014
3492,12/15/2014
3493,12/16/2014
3494,1/2/2015
3495,1/6/2015
3496,1/7/2015
3497,1/8/2015
3498,1/9/2015
3499,1/12/2015
3500,1/13/2015
3501,1/14/2015
3502,1/16/2015
3503,1/20/2015
3504,1/21/2015
3505,1/22/2015
3506,1/26/2015
3507,1/27/2015
3508,1/28/2015
3509,1/29/2015
3510,1/30/2015
3511,2/2/2015
3512,2/3/2015
3513,2/4/2015
3514,2/5/2015
3515,2/9/2015
3516,2/10/2015
3517,2/11/2015
3518,2/12/2015
3519,2/13/2015
3520,2/16/2015
3521,2/17/2015
3522,2/19/2015
3523,2/20/2015
3524,2/23/2015
3525,2/24/2015
3526,2/25/2015
3527,2/26/2015
3528,2/27/2015
3529,02/30/2015
3530,02/31/2015
3531,3/2/2015
3532,3/3/2015
3533,3/4/2015
3534,3/6/2015
3535,3/9/2015
3536,3/10/2015
3537,3/11/2015
3538,3/12/2015
3539,3/13/2015
3540,3/16/2015
3541,3/17/2015
3542,3/18/2015
3543,3/19/2015
3544,3/23/2015
3545,3/24/2015
3546,3/25/2015
3547,3/26/2015
3548,4/13/2015
3549,4/14/2015
3550,4/15/2015
3551,4/16/2015
3552,4/17/2015
3553,4/20/2015
3554,4/21/2015
3555,4/22/2015
3556,4/23/2015
3557,4/27/2015
3558,4/28/2015
3559,4/29/2015
3560,4/30/2015
3561,04/31/2015
3562,5/1/2015
3563,5/4/2015
3564,5/5/2015
3565,5/6/2015
3566,5/7/2015
3567,5/8/2015
3568,5/11/2015
3569,5/12/2015
3570,5/13/2015
3571,5/14/2015
3572,5/15/2015
3573,5/18/2015
3574,5/19/2015
3575,5/20/2015
3576,5/21/2015
3577,5/22/2015
3578,5/23/2015
3579,5/26/2015
3580,5/28/2015
3581,5/29/2015
3582,5/31/2015
3583,6/1/2015
3584,6/2/2015
3585,6/3/2015
3586,6/4/2015
3587,6/8/2015
3588,6/9/2015
3589,6/10/2015
3590,6/11/2015
3591,6/12/2015
3592,6/15/2015
3593,6/16/2015
3594,6/17/2015
3595,6/18/2015
3596,6/19/2015
3597,6/22/2015
3598,6/23/2015
3599,6/24/2015
3600,6/25/2015
3601,7/7/2015
3602,7/8/2015
3603,7/9/2015
3604,7/10/2015
3605,7/13/2015
3606,7/14/2015
3607,7/15/2015
3608,7/16/2015
3609,7/17/2015
3610,7/20/2015
3611,7/21/2015
3612,7/22/2015
3613,7/23/2015
3614,7/24/2015
3615,7/26/2015
3616,7/27/2015
3617,7/28/2015
3618,7/29/2015
3619,7/30/2015
3620,7/31/2015
3621,8/3/2015
3622,8/4/2015
3623,8/5/2015
3624,8/6/2015
3625,9/8/2015
3626,9/9/2015
3627,9/10/2015
3628,9/11/2015
3629,9/15/2015
3630,9/16/2015
3631,9/17/2015
3632,9/18/2015
3633,9/21/2015
3634,9/22/2015
3635,9/24/2015
3636,9/25/2015
3637,9/28/2015
3638,9/29/2015
3639,9/30/2015
3640,09/31/2015
3641,10/1/2015
3642,10/2/2015
3643,10/5/2015
3644,10/6/2015
3645,10/7/2015
3646,10/8/2015
3647,10/9/2015
3648,10/13/2015
3649,10/16/2015
3650,10/19/2015
3651,10/20/2015
3652,10/21/2015
3653,10/22/2015
3654,10/23/2015
3655,10/26/2015
3656,10/27/2015
3657,10/28/2015
3658,10/29/2015
3659,10/30/2015
3660,11/2/2015
3661,11/3/2015
3662,11/4/2015
3663,11/5/2015
3664,11/9/2015
3665,11/10/2015
3666,11/16/2015
3667,11/17/2015
3668,11/18/2015
3669,11/19/2015
3670,11/30/2015
3671,11/31/2015
3672,12/1/2015
3673,12/2/2015
3674,12/3/2015
3675,12/7/2015
3676,12/8/2015
3677,12/9/2015
3678,12/10/2015
3679,12/11/2015
3680,12/14/2015
3681,12/15/2015
3682,12/16/2015
3683,12/17/2015
3684,12/18/2015
3685,12/31/2015
3686,1/4/2016
3687,1/5/2016
3688,1/6/2016
3689,1/7/2016
3690,1/8/2016
3691,1/11/2016
3692,1/12/2016
3693,1/13/2016
3694,1/15/2016
3695,1/19/2016
3696,1/20/2016
3697,1/21/2016
3698,1/22/2016
3699,1/25/2016
3700,1/26/2016
3701,1/27/2016
3702,1/28/2016
3703,2/1/2016
3704,2/2/2016
3705,2/3/2016
3706,2/4/2016
3707,2/8/2016
3708,2/9/2016
3709,2/10/2016
3710,2/11/2016
3711,2/12/2016
3712,2/22/2016
3713,2/23/2016
3714,2/24/2016
3715,2/25/2016
3716,2/26/2016
3717,2/29/2016
3718,02/30/2016
3719,02/31/2016
3720,3/1/2016
3721,3/2/2016
3722,3/3/2016
3723,3/7/2016
3724,3/8/2016
3725,3/9/2016
3726,3/10/2016
3727,3/14/2016
3728,3/15/2016
3729,3/16/2016
3730,3/17/2016
3731,3/21/2016
3732,3/22/2016
3733,3/23/2016
3734,3/24/2016
3735,3/28/2016
3736,3/31/2016
3737,4/4/2016
3738,4/5/2016
3739,4/6/2016
3740,4/7/2016
3741,4/11/2016
3742,4/12/2016
3743,4/13/2016
3744,4/14/2016
3745,4/15/2016
3746,4/18/2016
3747,4/19/2016
3748,4/20/2016
3749,4/21/2016
3750,4/25/2016
3751,4/26/2016
3752,4/27/2016
3753,4/28/2016
3754,4/29/2016
3755,5/2/2016
3756,5/3/2016
3757,5/5/2016
3758,5/6/2016
3759,5/9/2016
3760,5/10/2016
3761,5/11/2016
3762,5/12/2016
3763,5/13/2016
3764,5/16/2016
3765,5/17/2016
3766,5/18/2016
3767,5/19/2016
3768,5/23/2016
3769,5/24/2016
3770,5/25/2016
3771,5/26/2016
3772,5/27/2016
3773,5/31/2016
3774,6/3/2016
3775,6/6/2016
3776,6/7/2016
3777,6/8/2016
3778,6/9/2016
3779,6/10/2016
3780,6/13/2016
3781,6/14/2016
3782,6/15/2016
3783,6/16/2016
3784,6/17/2016
3785,6/20/2016
3786,6/21/2016
3787,6/22/2016
3788,6/23/2016
3789,6/24/2016
3790,6/27/2016
3791,6/28/2016
3792,6/29/2016
3793,06/31/2016
3794,7/1/2016
3795,7/5/2016
3796,7/6/2016
3797,7/7/2016
3798,7/8/2016
3799,7/11/2016
3800,7/12/2016
3801,7/13/2016
3802,7/14/2016
3803,7/15/2016
3804,7/18/2016
3805,7/19/2016
3806,7/21/2016
3807,7/22/2016
3808,7/25/2016
3809,7/26/2016
3810,7/29/2016
3811,8/2/2016
3812,8/5/2016
3813,8/9/2016
3814,8/12/2016
3815,8/16/2016
3816,8/19/2016
3817,8/23/2016
3818,8/26/2016
3819,8/30/2016
3820,9/2/2016
3821,9/6/2016
3822,9/7/2016
3823,9/8/2016
3824,9/9/2016
3825,9/12/2016
3826,9/13/2016
3827,9/14/2016
3828,9/15/2016
3829,9/19/2016
3830,9/20/2016
3831,9/21/2016
3832,9/22/2016
3833,9/26/2016
3834,9/27/2016
3835,9/28/2016
3836,9/29/2016
3837,10/3/2016
3838,10/6/2016
3839,10/7/2016
3840,10/11/2016
3841,10/13/2016
3842,10/17/2016
3843,10/20/2016
3844,10/24/2016
3845,10/27/2016
3846,10/31/2016
3847,11/3/2016
3848,11/7/2016
3849,11/10/2016
3850,11/14/2016
3851,11/15/2016
3852,11/16/2016
3853,11/17/2016
3854,11/18/2016
3855,11/22/2016
3856,11/25/2016
3857,11/28/2016
3858,11/29/2016
3859,11/30/2016
3860,11/31/2016
3861,12/1/2016
3862,12/2/2016
3863,12/5/2016
3864,12/6/2016
3865,12/7/2016
3866,12/8/2016
3867,12/9/2016
3868,12/12/2016
3869,12/13/2016
3870,12/16/2016
3871,12/20/2016
3872,12/23/2016
3873,12/27/2016
3874,12/30/2016
3875,1/3/2017
3876,1/4/2017
3877,1/5/2017
3878,1/6/2017
3879,1/9/2017
3880,1/10/2017
3881,1/11/2017
3882,1/12/2017
3883,1/13/2017
3884,1/17/2017
3885,1/20/2017
3886,1/23/2017
3887,1/24/2017
3888,1/27/2017
3889,1/30/2017
3890,1/31/2017
3891,2/1/2017
3892,2/2/2017
3893,2/3/2017
3894,2/6/2017
3895,2/7/2017
3896,2/9/2017
3897,2/10/2017
3898,2/13/2017
3899,2/14/2017
3900,2/15/2017
3901,2/16/2017
3902,2/17/2017
3903,2/20/2017
3904,2/21/2017
3905,2/23/2017
3906,2/24/2017
3907,2/27/2017
3908,2/28/2017
3909,02/29/2017
3910,02/30/2017
3911,3/1/2017
3912,3/2/2017
3913,3/6/2017
3914,3/7/2017
3915,3/8/2017
3916,3/9/2017
3917,3/10/2017
3918,3/13/2017
3919,3/14/2017
3920,3/15/2017
3921,3/16/2017
3922,3/17/2017
3923,3/20/2017
3924,3/21/2017
3925,3/22/2017
3926,3/23/2017
3927,3/24/2017
3928,3/27/2017
3929,3/28/2017
3930,3/29/2017
3931,3/30/2017
3932,4/3/2017
3933,4/4/2017
3934,4/5/2017
3935,4/6/2017
3936,4/7/2017
3937,4/8/2017
3938,4/10/2017
3939,4/12/2017
3940,4/13/2017
3941,4/14/2017
3942,4/17/2017
3943,4/20/2017
3944,4/24/2017
3945,4/25/2017
3946,4/26/2017
3947,4/27/2017
3948,4/28/2017
3949,04/31/2017
3950,5/1/2017
3951,5/2/2017
3952,5/3/2017
3953,5/4/2017
3954,5/5/2017
3955,5/8/2017
3956,5/9/2017
3957,5/10/2017
3958,5/11/2017
3959,5/15/2017
3960,5/16/2017
3961,5/17/2017
3962,5/18/2017
3963,5/19/2017
3964,5/22/2017
3965,5/23/2017
3966,5/24/2017
3967,5/25/2017
3968,5/26/2017
3969,5/30/2017
3970,6/2/2017
3971,6/5/2017
3972,6/6/2017
3973,6/7/2017
3974,6/8/2017
3975,6/12/2017
3976,6/13/2017
3977,6/14/2017
3978,6/15/2017
3979,6/16/2017
3980,6/19/2017
3981,6/20/2017
3982,6/21/2017
3983,6/22/2017
3984,6/23/2017
3985,6/26/2017
3986,6/27/2017
3987,6/28/2017
3988,6/29/2017
3989,7/3/2017
3990,7/6/2017
3991,7/10/2017
3992,7/11/2017
3993,7/12/2017
3994,7/13/2017
3995,7/14/2017
3996,7/17/2017
3997,7/18/2017
3998,7/19/2017
3999,7/20/2017
4000,7/24/2017
4001,7/25/2017
4002,7/26/2017
4003,7/27/2017
4004,7/28/2017
4005,7/31/2017
4006,8/1/2017
4007,8/2/2017
4008,8/3/2017
4009,8/4/2017
4010,8/8/2017
4011,8/11/2017
4012,8/15/2017
4013,8/18/2017
4014,8/22/2017
4015,8/25/2017
4016,8/29/2017
4017,9/1/2017
4018,9/5/2017
4019,9/6/2017
4020,9/7/2017
4021,9/8/2017
4022,9/11/2017
4023,9/12/2017
4024,9/13/2017
4025,9/14/2017
4026,9/18/2017
4027,9/19/2017
4028,9/21/2017
4029,9/25/2017
4030,9/26/2017
4031,9/27/2017
4032,9/28/2017
4033,10/2/2017
4034,10/3/2017
4035,10/4/2017
4036,10/5/2017
4037,10/6/2017
4038,10/10/2017
4039,10/11/2017
4040,10/12/2017
4041,10/13/2017
4042,10/16/2017
4043,10/17/2017
4044,10/18/2017
4045,10/19/2017
4046,10/23/2017
4047,10/24/2017
4048,10/25/2017
4049,10/26/2017
4050,10/27/2017
4051,10/30/2017
4052,10/31/2017
4053,11/1/2017
4054,11/2/2017
4055,11/3/2017
4056,11/6/2017
4057,11/7/2017
4058,11/8/2017
4059,11/9/2017
4060,11/10/2017
4061,11/13/2017
4062,11/14/2017
4063,11/15/2017
4064,11/16/2017
4065,11/17/2017
4066,11/21/2017
4067,11/24/2017
4068,11/27/2017
4069,11/28/2017
4070,11/29/2017
4071,11/30/2017
4072,11/31/2017
4073,12/1/2017
4074,12/4/2017
4075,12/5/2017
4076,12/6/2017
4077,12/7/2017
4078,12/11/2017
4079,12/12/2017
4080,12/13/2017
4081,12/14/2017
4082,12/15/2017
4083,12/18/2017
4084,12/19/2017
4085,12/20/2017
4086,12/21/2017
4087,12/22/2017
4088,12/23/2017
4089,12/26/2017
4090,12/27/2017
4091,12/29/2017
4092,1/2/2018
4093,1/3/2018
4094,1/4/2018
4095,1/5/2018
4096,1/8/2018
4097,1/9/2018
4098,1/10/2018
4099,1/11/2018
4100,1/12/2018
4101,1/16/2018
4102,1/17/2018
4103,1/18/2018
4104,1/19/2018
4105,1/20/2018
4106,1/21/2018
4107,1/22/2018
4108,1/23/2018
4109,1/24/2018
4110,1/25/2018
4111,1/29/2018
4112,1/30/2018
4113,2/2/2018
4114,2/5/2018
4115,2/6/2018
4116,2/7/2018
4117,2/8/2018
4118,2/9/2018
4119,2/12/2018
4120,2/13/2018
4121,2/14/2018
4122,2/15/2018
4123,2/16/2018
4124,2/20/2018
4125,2/23/2018
4126,2/26/2018
4127,2/27/2018
4128,2/28/2018
4129,02/29/2018
4130,3/1/2018
4131,3/5/2018
4132,3/6/2018
4133,3/7/2018
4134,3/8/2018
4135,3/9/2018
4136,3/12/2018
4137,3/13/2018
4138,3/14/2018
4139,3/15/2018
4140,3/19/2018
4141,3/20/2018
4142,3/21/2018
4143,3/22/2018
4144,3/23/2018
4145,3/26/2018
4146,3/29/2018
4147,4/2/2018
4148,4/5/2018
4149,4/9/2018
4150,4/10/2018
4151,4/11/2018
4152,4/12/2018
4153,4/13/2018
4154,4/16/2018
4155,4/17/2018
4156,4/18/2018
4157,4/19/2018
4158,4/23/2018
4159,4/24/2018
4160,4/25/2018
4161,4/26/2018
4162,4/27/2018
4163,4/30/2018
4164,04/31/2018
4165,5/1/2018
4166,5/3/2018
4167,5/7/2018
4168,5/8/2018
4169,5/9/2018
4170,5/10/2018
4171,5/11/2018
4172,5/14/2018
4173,5/15/2018
4174,5/16/2018
4175,5/17/2018
4176,5/18/2018
4177,5/21/2018
4178,5/22/2018
4179,5/23/2018
4180,5/24/2018
4181,5/25/2018
4182,5/29/2018
4183,5/31/2018
4184,6/1/2018
4185,6/4/2018
4186,6/5/2018
4187,6/6/2018
4188,6/7/2018
4189,6/8/2018
4190,6/11/2018
4191,6/12/2018
4192,6/13/2018
4193,6/14/2018
4194,6/15/2018
4195,6/18/2018
4196,6/19/2018
4197,6/20/2018
4198,6/21/2018
4199,6/22/2018
4200,6/25/2018
4201,6/26/2018
4202,6/27/2018
4203,6/28/2018
4204,6/29/2018
4205,7/3/2018
4206,7/5/2018
4207,7/6/2018
4208,7/9/2018
4209,7/10/2018
4210,7/11/2018
4211,7/12/2018
4212,7/13/2018
4213,7/16/2018
4214,7/17/2018
4215,7/18/2018
4216,7/19/2018
4217,7/23/2018
4218,7/24/2018
4219,7/25/2018
4220,7/26/2018
4221,7/27/2018
4222,7/30/2018
4223,7/31/2018
4224,8/1/2018
4225,8/3/2018
4226,8/7/2018
4227,8/10/2018
4228,8/14/2018
4229,8/15/2018
4230,8/16/2018
4231,8/17/2018
4232,8/20/2018
4233,8/21/2018
4234,8/22/2018
4235,8/23/2018
4236,8/24/2018
4237,8/27/2018
4238,8/28/2018
4239,8/31/2018
4240,9/4/2018
4241,9/5/2018
4242,9/6/2018
4243,9/7/2018
4244,9/10/2018
4245,9/11/2018
4246,9/12/2018
4247,9/13/2018
4248,9/17/2018
4249,9/18/2018
4250,9/20/2018
4251,9/24/2018
4252,9/25/2018
4253,9/26/2018
4254,9/27/2018
4255,9/28/2018
4256,09/31/2018
4257,10/1/2018
4258,10/2/2018
4259,10/3/2018
4260,10/4/2018
4261,10/5/2018
4262,10/9/2018
4263,10/10/2018
4264,10/11/2018
4265,10/12/2018
4266,10/16/2018
4267,10/19/2018
4268,10/23/2018
4269,10/26/2018
4270,10/30/2018
4271,11/2/2018
4272,11/6/2018
4273,11/9/2018
4274,11/13/2018
4275,11/14/2018
4276,11/15/2018
4277,11/16/2018
4278,11/20/2018
4279,11/23/2018
4280,11/26/2018
4281,11/27/2018
4282,11/28/2018
4283,11/29/2018
4284,11/30/2018
4285,12/3/2018
4286,12/4/2018
4287,12/5/2018
4288,12/6/2018
4289,12/10/2018
4290,12/11/2018
4291,12/12/2018
4292,12/13/2018
4293,12/17/2018
4294,12/18/2018
4295,12/19/2018
4296,12/20/2018
4297,12/21/2018
